id_livraison,semaine,livre,qte,depot,annee,jour,panier,id_abonnement
1985261,51,0,1,35,2025,2025-12-18,1,28126
1985260,50,0,1,35,2025,2025-12-11,1,28126
1985259,49,0,1,35,2025,2025-12-04,1,28126
1985258,48,0,1,35,2025,2025-11-27,1,28126
1985257,47,0,1,35,2025,2025-11-20,1,28126
1985256,46,0,1,35,2025,2025-11-13,1,28126
1985255,45,0,1,35,2025,2025-11-06,1,28126
1985254,44,0,1,35,2025,2025-10-30,1,28126
1985253,43,0,1,35,2025,2025-10-23,1,28126
1985252,42,0,1,35,2025,2025-10-16,1,28126
1985251,41,0,1,35,2025,2025-10-09,1,28126
1985250,40,0,1,35,2025,2025-10-02,1,28126
1985249,39,0,1,35,2025,2025-09-25,1,28126
1985248,38,0,1,35,2025,2025-09-18,1,28126
1985247,37,0,1,35,2025,2025-09-11,1,28126
1985246,36,0,1,35,2025,2025-09-04,1,28126
1985245,35,0,1,35,2025,2025-08-28,1,28126
1985244,34,0,1,35,2025,2025-08-21,1,28126
1985243,33,0,1,35,2025,2025-08-14,1,28126
1985242,32,0,1,35,2025,2025-08-07,1,28126
1985241,31,0,1,35,2025,2025-07-31,1,28126
1985240,30,0,1,35,2025,2025-07-24,1,28126
1985239,29,0,1,35,2025,2025-07-17,1,28126
1985238,28,0,1,35,2025,2025-07-10,1,28126
1985237,27,0,1,35,2025,2025-07-03,1,28126
1985236,26,0,1,35,2025,2025-06-26,1,28126
1985235,25,0,1,35,2025,2025-06-19,1,28126
1985234,24,0,1,35,2025,2025-06-12,1,28126
1985233,23,0,1,35,2025,2025-06-05,1,28126
1985232,22,0,1,35,2025,2025-05-30,1,28126
1985231,21,0,1,35,2025,2025-05-22,1,28126
1985230,20,0,1,35,2025,2025-05-15,1,28126
1985229,19,0,1,35,2025,2025-05-09,1,28126
1985228,18,0,1,35,2025,2025-05-02,1,28126
1985227,17,0,1,35,2025,2025-04-24,1,28126
1985226,16,0,1,35,2025,2025-04-17,1,28126
1985225,15,0,1,35,2025,2025-04-10,1,28126
1985224,14,0,1,35,2025,2025-04-03,1,28126
1985223,13,0,1,35,2025,2025-03-27,1,28126
1985222,12,0,1,35,2025,2025-03-20,1,28126
1985221,11,0,1,35,2025,2025-03-13,1,28126
1985220,10,0,1,35,2025,2025-03-06,1,28126
1985219,9,0,1,35,2025,2025-02-27,1,28126
1985218,8,0,1,35,2025,2025-02-20,1,28126
1985217,7,0,1,35,2025,2025-02-13,1,28126
1985216,6,0,1,35,2025,2025-02-06,1,28126
1985215,5,1,1,35,2025,2025-01-30,1,28126
1985214,4,1,1,35,2025,2025-01-23,1,28126
1985213,3,1,1,35,2025,2025-01-16,1,28126
1985212,2,1,1,35,2025,2025-01-09,1,28126
1985262,2,1,1,28,2025,2025-01-07,1,28127
1985263,3,1,1,28,2025,2025-01-14,1,28127
1985264,4,1,1,28,2025,2025-01-21,1,28127
1985265,5,1,1,28,2025,2025-01-28,1,28127
1985266,6,1,1,28,2025,2025-02-04,1,28127
1985267,7,0,1,28,2025,2025-02-11,1,28127
1985268,8,0,1,28,2025,2025-02-18,1,28127
1985269,9,0,1,28,2025,2025-02-25,1,28127
1985270,10,0,1,28,2025,2025-03-04,1,28127
1985271,11,0,1,28,2025,2025-03-11,1,28127
1985272,12,0,1,28,2025,2025-03-18,1,28127
1985273,13,0,1,28,2025,2025-03-25,1,28127
1985274,14,0,1,28,2025,2025-04-01,1,28127
1985275,15,0,1,28,2025,2025-04-08,1,28127
1985276,16,0,1,28,2025,2025-04-15,1,28127
1985277,17,0,1,28,2025,2025-04-22,1,28127
1985278,18,0,1,28,2025,2025-04-29,1,28127
1985279,19,0,1,28,2025,2025-05-06,1,28127
1985280,20,0,1,28,2025,2025-05-13,1,28127
1985281,21,0,1,28,2025,2025-05-20,1,28127
1985282,22,0,1,28,2025,2025-05-27,1,28127
1985283,23,0,1,28,2025,2025-06-03,1,28127
1985284,24,0,1,28,2025,2025-06-10,1,28127
1985285,25,0,1,28,2025,2025-06-17,1,28127
1985286,26,0,1,28,2025,2025-06-24,1,28127
1985287,27,0,1,28,2025,2025-07-01,1,28127
1985288,28,0,1,28,2025,2025-07-08,1,28127
1985289,29,0,1,28,2025,2025-07-15,1,28127
1985290,30,0,1,28,2025,2025-07-22,1,28127
1985291,31,0,1,28,2025,2025-07-29,1,28127
1985292,32,0,1,28,2025,2025-08-05,1,28127
1985293,33,0,1,28,2025,2025-08-12,1,28127
1985294,34,0,1,28,2025,2025-08-19,1,28127
1985295,35,0,1,28,2025,2025-08-26,1,28127
1985296,36,0,1,28,2025,2025-09-02,1,28127
1985297,37,0,1,28,2025,2025-09-09,1,28127
1985298,38,0,1,28,2025,2025-09-16,1,28127
1985299,39,0,1,28,2025,2025-09-23,1,28127
1985300,40,0,1,28,2025,2025-09-30,1,28127
1985301,41,0,1,28,2025,2025-10-07,1,28127
1985302,42,0,1,28,2025,2025-10-14,1,28127
1985303,43,0,1,28,2025,2025-10-21,1,28127
1985304,44,0,1,28,2025,2025-10-28,1,28127
1985305,45,0,1,28,2025,2025-11-04,1,28127
1985306,46,0,1,28,2025,2025-11-10,1,28127
1985307,47,0,1,28,2025,2025-11-18,1,28127
1985308,48,0,1,28,2025,2025-11-25,1,28127
1985309,49,0,1,28,2025,2025-12-02,1,28127
1985310,50,0,1,28,2025,2025-12-09,1,28127
1985311,51,0,1,28,2025,2025-12-16,1,28127
1985312,2,1,1,40,2025,2025-01-10,1,28128
1985313,3,1,1,40,2025,2025-01-17,1,28128
1985314,4,1,1,40,2025,2025-01-24,1,28128
1985315,5,1,1,40,2025,2025-01-31,1,28128
1985316,6,0,1,40,2025,2025-02-07,1,28128
1985317,7,0,1,40,2025,2025-02-14,1,28128
1985318,8,0,1,40,2025,2025-02-21,1,28128
1985319,9,0,1,40,2025,2025-02-28,1,28128
1985320,10,0,1,40,2025,2025-03-07,1,28128
1985321,11,0,1,40,2025,2025-03-14,1,28128
1985322,12,0,1,40,2025,2025-03-21,1,28128
1985323,13,0,1,40,2025,2025-03-28,1,28128
1985324,14,0,1,40,2025,2025-04-04,1,28128
1985325,15,0,1,40,2025,2025-04-11,1,28128
1985326,16,0,1,40,2025,2025-04-18,1,28128
1985327,17,0,1,40,2025,2025-04-25,1,28128
1985328,18,0,1,40,2025,2025-05-02,1,28128
1985329,19,0,1,40,2025,2025-05-09,1,28128
1985330,20,0,1,40,2025,2025-05-16,1,28128
1985331,21,0,1,40,2025,2025-05-23,1,28128
1985332,22,0,1,40,2025,2025-05-30,1,28128
1985333,23,0,1,40,2025,2025-06-06,1,28128
1985334,24,0,1,40,2025,2025-06-13,1,28128
1985335,25,0,1,40,2025,2025-06-20,1,28128
1985336,26,0,1,40,2025,2025-06-27,1,28128
1985337,27,0,1,40,2025,2025-07-04,1,28128
1985338,28,0,1,40,2025,2025-07-11,1,28128
1985339,29,0,1,40,2025,2025-07-18,1,28128
1985340,30,0,1,40,2025,2025-07-25,1,28128
1985341,31,0,1,40,2025,2025-08-01,1,28128
1985342,32,0,1,40,2025,2025-08-08,1,28128
1985343,33,0,1,40,2025,2025-08-14,1,28128
1985344,34,0,1,40,2025,2025-08-22,1,28128
1985345,35,0,1,40,2025,2025-08-29,1,28128
1985346,36,0,1,40,2025,2025-09-05,1,28128
1985347,37,0,1,40,2025,2025-09-12,1,28128
1985348,38,0,1,40,2025,2025-09-19,1,28128
1985349,39,0,1,40,2025,2025-09-26,1,28128
1985350,40,0,1,40,2025,2025-10-03,1,28128
1985351,41,0,1,40,2025,2025-10-10,1,28128
1985352,42,0,1,40,2025,2025-10-17,1,28128
1985353,43,0,1,40,2025,2025-10-24,1,28128
1985354,44,0,1,40,2025,2025-10-31,1,28128
1985355,45,0,1,40,2025,2025-11-07,1,28128
1985356,46,0,1,40,2025,2025-11-14,1,28128
1985357,47,0,1,40,2025,2025-11-21,1,28128
1985358,48,0,1,40,2025,2025-11-28,1,28128
1985359,49,0,1,40,2025,2025-12-05,1,28128
1985360,50,0,1,40,2025,2025-12-12,1,28128
1985361,51,0,1,40,2025,2025-12-19,1,28128
1985362,2,1,1,42,2025,2025-01-08,1,28129
1985364,4,1,1,42,2025,2025-01-22,1,28129
1985366,6,1,1,42,2025,2025-02-05,1,28129
1985368,8,0,1,42,2025,2025-02-19,1,28129
1985370,10,0,1,42,2025,2025-03-05,1,28129
1985372,12,0,1,42,2025,2025-03-19,1,28129
1985374,14,0,1,42,2025,2025-04-02,1,28129
1985376,16,0,1,42,2025,2025-04-16,1,28129
1985378,18,0,1,42,2025,2025-04-30,1,28129
1985380,20,0,1,42,2025,2025-05-14,1,28129
1985382,22,0,1,42,2025,2025-05-28,1,28129
1985384,24,0,1,42,2025,2025-06-11,1,28129
1985386,26,0,1,42,2025,2025-06-25,1,28129
1985388,28,0,1,42,2025,2025-07-09,1,28129
1985390,30,0,1,42,2025,2025-07-23,1,28129
1985392,32,0,1,42,2025,2025-08-06,1,28129
1985394,34,0,1,42,2025,2025-08-20,1,28129
1985396,36,0,1,42,2025,2025-09-03,1,28129
1985398,38,0,1,42,2025,2025-09-17,1,28129
1985400,40,0,1,42,2025,2025-10-01,1,28129
1985402,42,0,1,42,2025,2025-10-15,1,28129
1985404,44,0,1,42,2025,2025-10-29,1,28129
1985406,46,0,1,42,2025,2025-11-12,1,28129
1985408,48,0,1,42,2025,2025-11-26,1,28129
1985410,50,0,1,42,2025,2025-12-10,1,28129
1985412,2,1,1,75,2025,2025-01-07,1,28130
1985414,4,1,1,75,2025,2025-01-21,1,28130
1985416,6,1,1,75,2025,2025-02-04,1,28130
1985418,8,0,1,75,2025,2025-02-18,1,28130
1985420,10,0,1,75,2025,2025-03-04,1,28130
1985422,12,0,1,75,2025,2025-03-18,1,28130
1985424,14,0,1,75,2025,2025-04-01,1,28130
1985426,16,0,1,75,2025,2025-04-15,1,28130
1985428,18,0,1,75,2025,2025-04-29,1,28130
1985430,20,0,1,75,2025,2025-05-13,1,28130
1985432,22,0,1,75,2025,2025-05-27,1,28130
1985434,24,0,1,75,2025,2025-06-10,1,28130
1985436,26,0,1,75,2025,2025-06-24,1,28130
1985438,28,0,1,75,2025,2025-07-08,1,28130
1985440,30,0,1,75,2025,2025-07-22,1,28130
1985442,32,0,1,75,2025,2025-08-05,1,28130
1985444,34,0,1,75,2025,2025-08-19,1,28130
1985446,36,0,1,75,2025,2025-09-02,1,28130
1985448,38,0,1,75,2025,2025-09-16,1,28130
1985450,40,0,1,75,2025,2025-09-30,1,28130
1985452,42,0,1,75,2025,2025-10-14,1,28130
1985454,44,0,1,75,2025,2025-10-28,1,28130
1985456,46,0,1,75,2025,2025-11-10,1,28130
1985458,48,0,1,75,2025,2025-11-25,1,28130
1985460,50,0,1,75,2025,2025-12-09,1,28130
1985462,2,1,1,44,2025,2025-01-10,1,28131
1985463,3,1,1,44,2025,2025-01-17,1,28131
1985464,4,1,1,44,2025,2025-01-24,1,28131
1985465,5,1,1,44,2025,2025-01-31,1,28131
1985466,6,0,1,44,2025,2025-02-07,1,28131
1985467,7,0,1,44,2025,2025-02-14,1,28131
1985468,8,0,1,44,2025,2025-02-21,1,28131
1985469,9,0,1,44,2025,2025-02-28,1,28131
1985470,10,0,1,44,2025,2025-03-07,1,28131
1985471,11,0,1,44,2025,2025-03-14,1,28131
1985472,12,0,1,44,2025,2025-03-21,1,28131
1985473,13,0,1,44,2025,2025-03-28,1,28131
1985474,14,0,1,44,2025,2025-04-04,1,28131
1985475,15,0,1,44,2025,2025-04-11,1,28131
1985476,16,0,1,44,2025,2025-04-18,1,28131
1985477,17,0,1,44,2025,2025-04-25,1,28131
1985478,18,0,1,44,2025,2025-05-02,1,28131
1985479,19,0,1,44,2025,2025-05-09,1,28131
1985480,20,0,1,44,2025,2025-05-16,1,28131
1985481,21,0,1,44,2025,2025-05-23,1,28131
1985482,22,0,1,44,2025,2025-05-30,1,28131
1985483,23,0,1,44,2025,2025-06-06,1,28131
1985484,24,0,1,44,2025,2025-06-13,1,28131
1985485,25,0,1,44,2025,2025-06-20,1,28131
1985486,26,0,1,44,2025,2025-06-27,1,28131
1985487,27,0,1,44,2025,2025-07-04,1,28131
1985488,28,0,1,44,2025,2025-07-11,1,28131
1985489,29,0,1,44,2025,2025-07-18,1,28131
1985490,30,0,1,44,2025,2025-07-25,1,28131
1985491,31,0,1,44,2025,2025-08-01,1,28131
1985492,32,0,1,44,2025,2025-08-08,1,28131
1985493,33,0,1,44,2025,2025-08-14,1,28131
1985494,34,0,1,44,2025,2025-08-22,1,28131
1985495,35,0,1,44,2025,2025-08-29,1,28131
1985496,36,0,1,44,2025,2025-09-05,1,28131
1985497,37,0,1,44,2025,2025-09-12,1,28131
1985498,38,0,1,44,2025,2025-09-19,1,28131
1985499,39,0,1,44,2025,2025-09-26,1,28131
1985500,40,0,1,44,2025,2025-10-03,1,28131
1985501,41,0,1,44,2025,2025-10-10,1,28131
1985502,42,0,1,44,2025,2025-10-17,1,28131
1985503,43,0,1,44,2025,2025-10-24,1,28131
1985504,44,0,1,44,2025,2025-10-31,1,28131
1985505,45,0,1,44,2025,2025-11-07,1,28131
1985506,46,0,1,44,2025,2025-11-14,1,28131
1985507,47,0,1,44,2025,2025-11-21,1,28131
1985508,48,0,1,44,2025,2025-11-28,1,28131
1985509,49,0,1,44,2025,2025-12-05,1,28131
1985510,50,0,1,44,2025,2025-12-12,1,28131
1985511,51,0,1,44,2025,2025-12-19,1,28131
1985512,2,1,1,24,2025,2025-01-10,1,28132
1985513,3,1,1,24,2025,2025-01-17,1,28132
1985514,4,1,1,24,2025,2025-01-24,1,28132
1985515,5,1,1,24,2025,2025-01-31,1,28132
1985516,6,0,1,24,2025,2025-02-07,1,28132
1985517,7,0,1,24,2025,2025-02-14,1,28132
1985518,8,0,1,24,2025,2025-02-21,1,28132
1985519,9,0,1,24,2025,2025-02-28,1,28132
1985520,10,0,1,24,2025,2025-03-07,1,28132
1985521,11,0,1,24,2025,2025-03-14,1,28132
1985522,12,0,1,24,2025,2025-03-21,1,28132
1985523,13,0,1,24,2025,2025-03-28,1,28132
1985524,14,0,1,24,2025,2025-04-04,1,28132
1985525,15,0,1,24,2025,2025-04-11,1,28132
1985526,16,0,1,24,2025,2025-04-18,1,28132
1985527,17,0,1,24,2025,2025-04-25,1,28132
1985528,18,0,1,24,2025,2025-05-02,1,28132
1985529,19,0,1,24,2025,2025-05-09,1,28132
1985530,20,0,1,24,2025,2025-05-16,1,28132
1985531,21,0,1,24,2025,2025-05-23,1,28132
1985532,22,0,1,24,2025,2025-05-30,1,28132
1985533,23,0,1,24,2025,2025-06-06,1,28132
1985534,24,0,1,24,2025,2025-06-13,1,28132
1985535,25,0,1,24,2025,2025-06-20,1,28132
1985536,26,0,1,24,2025,2025-06-27,1,28132
1985537,27,0,1,24,2025,2025-07-04,1,28132
1985538,28,0,1,24,2025,2025-07-11,1,28132
1985539,29,0,1,24,2025,2025-07-18,1,28132
1985540,30,0,1,24,2025,2025-07-25,1,28132
1985541,31,0,1,24,2025,2025-08-01,1,28132
1985542,32,0,1,24,2025,2025-08-08,1,28132
1985543,33,0,1,24,2025,2025-08-14,1,28132
1985544,34,0,1,24,2025,2025-08-22,1,28132
1985545,35,0,1,24,2025,2025-08-29,1,28132
1985546,36,0,1,24,2025,2025-09-05,1,28132
1985547,37,0,1,24,2025,2025-09-12,1,28132
1985548,38,0,1,24,2025,2025-09-19,1,28132
1985549,39,0,1,24,2025,2025-09-26,1,28132
1985550,40,0,1,24,2025,2025-10-03,1,28132
1985551,41,0,1,24,2025,2025-10-10,1,28132
1985552,42,0,1,24,2025,2025-10-17,1,28132
1985553,43,0,1,24,2025,2025-10-24,1,28132
1985554,44,0,1,24,2025,2025-10-31,1,28132
1985555,45,0,1,24,2025,2025-11-07,1,28132
1985556,46,0,1,24,2025,2025-11-14,1,28132
1985557,47,0,1,24,2025,2025-11-21,1,28132
1985558,48,0,1,24,2025,2025-11-28,1,28132
1985559,49,0,1,24,2025,2025-12-05,1,28132
1985560,50,0,1,24,2025,2025-12-12,1,28132
1985561,51,0,1,24,2025,2025-12-19,1,28132
1985562,2,1,1,11,2025,2025-01-10,1,28133
1985563,3,1,1,11,2025,2025-01-17,1,28133
1985564,4,1,1,11,2025,2025-01-24,1,28133
1985565,5,1,1,11,2025,2025-01-31,1,28133
1985566,6,0,1,11,2025,2025-02-07,1,28133
1985567,7,0,1,11,2025,2025-02-14,1,28133
1985568,8,0,1,11,2025,2025-02-21,1,28133
1985569,9,0,1,11,2025,2025-02-28,1,28133
1985570,10,0,1,11,2025,2025-03-07,1,28133
1985571,11,0,1,11,2025,2025-03-14,1,28133
1985572,12,0,1,11,2025,2025-03-21,1,28133
1985573,13,0,1,11,2025,2025-03-28,1,28133
1985574,14,0,1,11,2025,2025-04-04,1,28133
1985575,15,0,1,11,2025,2025-04-11,1,28133
1985576,16,0,1,11,2025,2025-04-18,1,28133
1985577,17,0,1,11,2025,2025-04-25,1,28133
1985578,18,0,1,11,2025,2025-05-02,1,28133
1985579,19,0,1,11,2025,2025-05-09,1,28133
1985580,20,0,1,11,2025,2025-05-16,1,28133
1985581,21,0,1,11,2025,2025-05-23,1,28133
1985582,22,0,1,11,2025,2025-05-30,1,28133
1985583,23,0,1,11,2025,2025-06-06,1,28133
1985584,24,0,1,11,2025,2025-06-13,1,28133
1985585,25,0,1,11,2025,2025-06-20,1,28133
1985586,26,0,1,11,2025,2025-06-27,1,28133
1985587,27,0,1,11,2025,2025-07-04,1,28133
1985588,28,0,1,11,2025,2025-07-11,1,28133
1985589,29,0,1,11,2025,2025-07-18,1,28133
1985590,30,0,1,11,2025,2025-07-25,1,28133
1985591,31,0,1,11,2025,2025-08-01,1,28133
1985592,32,0,1,11,2025,2025-08-08,1,28133
1985593,33,0,1,11,2025,2025-08-14,1,28133
1985594,34,0,1,11,2025,2025-08-22,1,28133
1985595,35,0,1,11,2025,2025-08-29,1,28133
1985596,36,0,1,11,2025,2025-09-05,1,28133
1985597,37,0,1,11,2025,2025-09-12,1,28133
1985598,38,0,1,11,2025,2025-09-19,1,28133
1985599,39,0,1,11,2025,2025-09-26,1,28133
1985600,40,0,1,11,2025,2025-10-03,1,28133
1985601,41,0,1,11,2025,2025-10-10,1,28133
1985602,42,0,1,11,2025,2025-10-17,1,28133
1985603,43,0,1,11,2025,2025-10-24,1,28133
1985604,44,0,1,11,2025,2025-10-31,1,28133
1985605,45,0,1,11,2025,2025-11-07,1,28133
1985606,46,0,1,11,2025,2025-11-14,1,28133
1985607,47,0,1,11,2025,2025-11-21,1,28133
1985608,48,0,1,11,2025,2025-11-28,1,28133
1985609,49,0,1,11,2025,2025-12-05,1,28133
1985610,50,0,1,11,2025,2025-12-12,1,28133
1985611,51,0,1,11,2025,2025-12-19,1,28133
1985662,2,1,1,27,2025,2025-01-08,1,28135
1985663,3,1,1,27,2025,2025-01-15,1,28135
1985664,4,1,1,27,2025,2025-01-22,1,28135
1985665,5,1,1,27,2025,2025-01-29,1,28135
1985666,6,0,1,27,2025,2025-02-05,1,28135
1985667,7,0,1,27,2025,2025-02-12,1,28135
1985668,8,0,1,27,2025,2025-02-19,1,28135
1985669,9,0,1,27,2025,2025-02-26,1,28135
1985670,10,0,1,27,2025,2025-03-05,1,28135
1985671,11,0,1,27,2025,2025-03-12,1,28135
1985672,12,0,1,27,2025,2025-03-19,1,28135
1985673,13,0,1,27,2025,2025-03-26,1,28135
1985674,14,0,1,27,2025,2025-04-02,1,28135
1985675,15,0,1,27,2025,2025-04-09,1,28135
1985676,16,0,1,27,2025,2025-04-16,1,28135
1985677,17,0,1,27,2025,2025-04-23,1,28135
1985678,18,0,1,27,2025,2025-04-30,1,28135
1985679,19,0,1,27,2025,2025-05-07,1,28135
1985680,20,0,1,27,2025,2025-05-14,1,28135
1985681,21,0,1,27,2025,2025-05-21,1,28135
1985682,22,0,1,27,2025,2025-05-28,1,28135
1985683,23,0,1,27,2025,2025-06-04,1,28135
1985684,24,0,1,27,2025,2025-06-11,1,28135
1985685,25,0,1,27,2025,2025-06-18,1,28135
1985686,26,0,1,27,2025,2025-06-25,1,28135
1985687,27,0,1,27,2025,2025-07-02,1,28135
1985688,28,0,1,27,2025,2025-07-09,1,28135
1985689,29,0,1,27,2025,2025-07-16,1,28135
1985690,30,0,1,27,2025,2025-07-23,1,28135
1985691,31,0,1,27,2025,2025-07-30,1,28135
1985692,32,0,1,27,2025,2025-08-06,1,28135
1985693,33,0,1,27,2025,2025-08-13,1,28135
1985694,34,0,1,27,2025,2025-08-20,1,28135
1985695,35,0,1,27,2025,2025-08-27,1,28135
1985696,36,0,1,27,2025,2025-09-03,1,28135
1985697,37,0,1,27,2025,2025-09-10,1,28135
1985698,38,0,1,27,2025,2025-09-17,1,28135
1985699,39,0,1,27,2025,2025-09-24,1,28135
1985700,40,0,1,27,2025,2025-10-01,1,28135
1985701,41,0,1,27,2025,2025-10-08,1,28135
1985702,42,0,1,27,2025,2025-10-15,1,28135
1985703,43,0,1,27,2025,2025-10-22,1,28135
1985704,44,0,1,27,2025,2025-10-29,1,28135
1985705,45,0,1,27,2025,2025-11-05,1,28135
1985706,46,0,1,27,2025,2025-11-12,1,28135
1985707,47,0,1,27,2025,2025-11-19,1,28135
1985708,48,0,1,27,2025,2025-11-26,1,28135
1985709,49,0,1,27,2025,2025-12-03,1,28135
1985710,50,0,1,27,2025,2025-12-10,1,28135
1985711,51,0,1,27,2025,2025-12-17,1,28135
1985712,2,1,1,14,2025,2025-01-08,1,28136
1985713,3,1,1,14,2025,2025-01-15,1,28136
1985714,4,1,1,14,2025,2025-01-22,1,28136
1985715,5,1,1,14,2025,2025-01-29,1,28136
1985716,6,1,1,14,2025,2025-02-05,1,28136
1985717,7,0,1,14,2025,2025-02-12,1,28136
1985718,8,0,1,14,2025,2025-02-19,1,28136
1985719,9,0,1,14,2025,2025-02-26,1,28136
1985720,10,0,1,14,2025,2025-03-05,1,28136
1985721,11,0,1,14,2025,2025-03-12,1,28136
1985722,12,0,1,14,2025,2025-03-19,1,28136
1985723,13,0,1,14,2025,2025-03-26,1,28136
1985724,14,0,1,14,2025,2025-04-02,1,28136
1985725,15,0,1,14,2025,2025-04-09,1,28136
1985726,16,0,1,14,2025,2025-04-16,1,28136
1985727,17,0,1,14,2025,2025-04-23,1,28136
1985728,18,0,1,14,2025,2025-04-30,1,28136
1985729,19,0,1,14,2025,2025-05-07,1,28136
1985730,20,0,1,14,2025,2025-05-14,1,28136
1985731,21,0,1,14,2025,2025-05-21,1,28136
1985732,22,0,1,14,2025,2025-05-28,1,28136
1985733,23,0,1,14,2025,2025-06-04,1,28136
1985734,24,0,1,14,2025,2025-06-11,1,28136
1985735,25,0,1,14,2025,2025-06-18,1,28136
1985736,26,0,1,14,2025,2025-06-25,1,28136
1985737,27,0,1,14,2025,2025-07-02,1,28136
1985738,28,0,1,14,2025,2025-07-09,1,28136
1985739,29,0,1,14,2025,2025-07-16,1,28136
1985740,30,0,1,14,2025,2025-07-23,1,28136
1985741,31,0,1,14,2025,2025-07-30,1,28136
1985742,32,0,1,14,2025,2025-08-06,1,28136
1985743,33,0,1,14,2025,2025-08-13,1,28136
1985744,34,0,1,14,2025,2025-08-20,1,28136
1985745,35,0,1,14,2025,2025-08-27,1,28136
1985746,36,0,1,14,2025,2025-09-03,1,28136
1985747,37,0,1,14,2025,2025-09-10,1,28136
1985748,38,0,1,14,2025,2025-09-17,1,28136
1985749,39,0,1,14,2025,2025-09-24,1,28136
1985750,40,0,1,14,2025,2025-10-01,1,28136
1985751,41,0,1,14,2025,2025-10-08,1,28136
1985752,42,0,1,14,2025,2025-10-15,1,28136
1985753,43,0,1,14,2025,2025-10-22,1,28136
1985754,44,0,1,14,2025,2025-10-29,1,28136
1985755,45,0,1,14,2025,2025-11-05,1,28136
1985756,46,0,1,14,2025,2025-11-12,1,28136
1985757,47,0,1,14,2025,2025-11-19,1,28136
1985758,48,0,1,14,2025,2025-11-26,1,28136
1985759,49,0,1,14,2025,2025-12-03,1,28136
1985760,50,0,1,14,2025,2025-12-10,1,28136
1985761,51,0,1,14,2025,2025-12-17,1,28136
1985762,2,1,1,22,2025,2025-01-10,1,28137
1985763,3,1,1,22,2025,2025-01-17,1,28137
1985764,4,1,1,22,2025,2025-01-24,1,28137
1985765,5,1,1,22,2025,2025-01-31,1,28137
1985766,6,0,1,22,2025,2025-02-07,1,28137
1985767,7,0,1,22,2025,2025-02-14,1,28137
1985768,8,0,1,22,2025,2025-02-21,1,28137
1985769,9,0,1,22,2025,2025-02-28,1,28137
1985770,10,0,1,22,2025,2025-03-07,1,28137
1985771,11,0,1,22,2025,2025-03-14,1,28137
1985772,12,0,1,22,2025,2025-03-21,1,28137
1985773,13,0,1,22,2025,2025-03-28,1,28137
1985774,14,0,1,22,2025,2025-04-04,1,28137
1985775,15,0,1,22,2025,2025-04-11,1,28137
1985776,16,0,1,22,2025,2025-04-18,1,28137
1985777,17,0,1,22,2025,2025-04-25,1,28137
1985778,18,0,1,22,2025,2025-05-02,1,28137
1985779,19,0,1,22,2025,2025-05-09,1,28137
1985780,20,0,1,22,2025,2025-05-16,1,28137
1985781,21,0,1,22,2025,2025-05-23,1,28137
1985782,22,0,1,22,2025,2025-05-30,1,28137
1985783,23,0,1,22,2025,2025-06-06,1,28137
1985784,24,0,1,22,2025,2025-06-13,1,28137
1985785,25,0,1,22,2025,2025-06-20,1,28137
1985786,26,0,1,22,2025,2025-06-27,1,28137
1985787,27,0,1,22,2025,2025-07-04,1,28137
1985788,28,0,1,22,2025,2025-07-11,1,28137
1985789,29,0,1,22,2025,2025-07-18,1,28137
1985790,30,0,1,22,2025,2025-07-25,1,28137
1985791,31,0,1,22,2025,2025-08-01,1,28137
1985792,32,0,1,22,2025,2025-08-08,1,28137
1985793,33,0,1,22,2025,2025-08-14,1,28137
1985794,34,0,1,22,2025,2025-08-22,1,28137
1985795,35,0,1,22,2025,2025-08-29,1,28137
1985796,36,0,1,22,2025,2025-09-05,1,28137
1985797,37,0,1,22,2025,2025-09-12,1,28137
1985798,38,0,1,22,2025,2025-09-19,1,28137
1985799,39,0,1,22,2025,2025-09-26,1,28137
1985800,40,0,1,22,2025,2025-10-03,1,28137
1985801,41,0,1,22,2025,2025-10-10,1,28137
1985802,42,0,1,22,2025,2025-10-17,1,28137
1985803,43,0,1,22,2025,2025-10-24,1,28137
1985804,44,0,1,22,2025,2025-10-31,1,28137
1985805,45,0,1,22,2025,2025-11-07,1,28137
1985806,46,0,1,22,2025,2025-11-14,1,28137
1985807,47,0,1,22,2025,2025-11-21,1,28137
1985808,48,0,1,22,2025,2025-11-28,1,28137
1985809,49,0,1,22,2025,2025-12-05,1,28137
1985810,50,0,1,22,2025,2025-12-12,1,28137
1985811,51,0,1,22,2025,2025-12-19,1,28137
1985812,2,1,1,11,2025,2025-01-10,1,28138
1985813,3,1,1,11,2025,2025-01-17,1,28138
1985814,4,1,1,11,2025,2025-01-24,1,28138
1985815,5,1,1,11,2025,2025-01-31,1,28138
1985816,6,0,1,11,2025,2025-02-07,1,28138
1985817,7,0,1,11,2025,2025-02-14,1,28138
1985818,8,0,1,11,2025,2025-02-21,1,28138
1985819,9,0,1,11,2025,2025-02-28,1,28138
1985820,10,0,1,11,2025,2025-03-07,1,28138
1985821,11,0,1,11,2025,2025-03-14,1,28138
1985822,12,0,1,11,2025,2025-03-21,1,28138
1985823,13,0,1,11,2025,2025-03-28,1,28138
1985824,14,0,1,11,2025,2025-04-04,1,28138
1985825,15,0,1,11,2025,2025-04-11,1,28138
1985826,16,0,1,11,2025,2025-04-18,1,28138
1985827,17,0,1,11,2025,2025-04-25,1,28138
1985828,18,0,1,11,2025,2025-05-02,1,28138
