film,personne,role,alias
a09cc505-1e03-49ec-9500-63478944a532,39f9cb9a-dd57-4941-85b3-e7fbb5f4655c,acteur,Gigi
33569568-7c3e-4baa-84a8-cae15dca2350,39f9cb9a-dd57-4941-85b3-e7fbb5f4655c,acteur,Gigi
a09cc505-1e03-49ec-9500-63478944a532,85e7a0c6-4d33-4e8d-9669-393055db48d4,acteur,Bernard Morin
33569568-7c3e-4baa-84a8-cae15dca2350,85e7a0c6-4d33-4e8d-9669-393055db48d4,acteur,Bernard Morin
a09cc505-1e03-49ec-9500-63478944a532,eca2280e-2f4f-496b-a90e-172f82805fc8,acteur,Nathalie Morin
33569568-7c3e-4baa-84a8-cae15dca2350,eca2280e-2f4f-496b-a90e-172f82805fc8,acteur,Nathalie Morin
ecfc4dc1-57a8-4ef7-978f-0ee5f38843cb,eaf2f2df-36f0-4d6a-ae64-846918cc24e9,acteur,Jean Lucas
51fecd44-437f-490e-9bcd-e3a386e95932,0b221e5e-8824-49f4-bf00-09cffd5f89c2,acteur,François Perrin
a09cc505-1e03-49ec-9500-63478944a532,706ae11c-1c62-4e6b-a864-b1cfb69822a8,acteur,Jérôme Tarere
33569568-7c3e-4baa-84a8-cae15dca2350,706ae11c-1c62-4e6b-a864-b1cfb69822a8,acteur,Jérôme Tarere
e996c8e0-f531-4453-afeb-7496ca7a3179,706ae11c-1c62-4e6b-a864-b1cfb69822a8,acteur,Iouri
b43b7e4f-3e71-45a0-b55e-2b5b82ccae70,eae4c21d-3ea5-4a8e-8765-dc9364ba26ba,acteur,Jerry Dandrige
f97f9b4e-9d81-40ab-a15d-a229e05ed046,96b6fde8-7cb4-4b10-a35d-8e5643da45f9,acteur,Le colonel SS
f97f9b4e-9d81-40ab-a15d-a229e05ed046,85e7a0c6-4d33-4e8d-9669-393055db48d4,acteur,Adolfo Ramirez
f97f9b4e-9d81-40ab-a15d-a229e05ed046,706ae11c-1c62-4e6b-a864-b1cfb69822a8,acteur,Michel Taupin
629a01e7-1e63-407a-b2cd-04ad16438f47,40a8750c-691d-4cc0-a041-fad822a1a9ca,acteur,Richard Raymond
a4bd9509-19e3-476d-848d-518ad20b742c,4233c003-5019-4f58-a2e3-796ffba6a1d8,acteur,Miyagi
80c07340-a069-476a-a0a0-2460dc69b3cc,3ce1e09e-6cb0-4e8e-a426-75ec15c7e690,acteur,Egg Shen
26dfc3f2-ebe2-4410-b84a-8046864f62af,f03d0347-f50b-40e8-a54e-6d4150cf66a1,acteur,Gny. Sgt. Hartman
27194226-f829-45e5-87cc-e75c20d1e17d,3ce1e09e-6cb0-4e8e-a426-75ec15c7e690,acteur,Le vieux mendiant
51fecd44-437f-490e-9bcd-e3a386e95932,eaf2f2df-36f0-4d6a-ae64-846918cc24e9,acteur,Campana
ecfc4dc1-57a8-4ef7-978f-0ee5f38843cb,0b221e5e-8824-49f4-bf00-09cffd5f89c2,acteur,François Pignon
eaf58060-210e-465a-92e4-eed803451813,f959123b-cf39-4894-8212-c30eb613b117,acteur,Roger Cobb
520d36be-24be-4e74-857d-c27b2f9e1f83,57aa6745-b209-4c82-b360-ee72aea696b5,acteur,Murphy / RoboCop
2498a617-cc8d-4ef0-81a4-c992339c957f,82404f5e-59d1-45d6-a0e0-ea07695377bd,acteur,Jesse Wilson
f24aa41e-effb-4ab0-8068-3fd89eaa907e,cb8c4859-720b-4ef4-b1fa-278200594540,acteur,Thomas
e8f50c9e-8e3c-4b73-9e92-562bf984113a,fd6f055c-6de9-4044-b6eb-3bad3fba5968,acteur,Burt
c818af7e-20e9-4172-b022-cb605f235a3f,705e5be2-7781-4305-ae6e-d088a2cbcd0b,acteur,David
318660da-1c50-40f0-9f4c-2291ec6ee0c6,a5b4eea4-8970-4943-ad3a-0e01830f489e,acteur,Lia Rousseau
6da1aacb-3ad5-451a-8314-423bcd8b9209,8c077f12-c8cc-4902-9797-17e29fb22bd8,acteur,Linda
6da1aacb-3ad5-451a-8314-423bcd8b9209,edffc687-a2d7-464c-9210-21eb3f76363a,acteur,Cheryl
428bc8c4-3f25-4a21-862e-f5d4abd1cf2c,cc34b908-947c-499d-a95b-74a87436d2e0,réalisateur,
af80d4cc-e34a-48d0-85ed-a1227216eb88,3dede616-b6db-4963-80d7-7d0bff8bafd2,acteur,Steam Engine Bill
af80d4cc-e34a-48d0-85ed-a1227216eb88,bbe7935d-8c2c-4364-ae51-820c755fc172,acteur,Lucy
af80d4cc-e34a-48d0-85ed-a1227216eb88,c212ad64-fb4f-4af4-bfb8-c2dc312fe480,acteur,Joe Thanks
ace1de16-80cc-4094-b70a-94401c7d049e,8783a35c-79df-4149-a4fa-9f6177429a18,acteur,Marion
b1ef0ebc-8702-4fa0-8976-13d3e3bf26b9,0530881e-bdb6-4514-8f34-d31eaab93f3c,acteur,Willie Scott
1ffb3a43-6fe7-4bb2-82c6-622a79004264,41bde72f-188a-4ccc-a63c-84d188cba9de,acteur,Lindsey Brigman
2efc6f4f-82cb-4a25-9143-7d6507f14438,739e2b08-9991-4dcb-85a2-b7edc6d5337a,acteur,Veronica Quaife
4636157e-7ed8-4472-bd59-cb5442604773,373eaca2-1eaa-449d-a24b-1f25af2a2263,acteur,Bernard Fizet
4636157e-7ed8-4472-bd59-cb5442604773,1daf693b-6969-4269-a9e7-16b8f4933ffe,acteur,Nadine Foulon
cb500bc6-ef03-4205-86fe-33d0c6d2ec11,4288bb07-e9b5-46b1-9c74-64d4ba0600a8,acteur,Sarah
e29b1921-ee51-4b5d-8b1e-a231760e67fa,c212ad64-fb4f-4af4-bfb8-c2dc312fe480,acteur,Trinità
e29b1921-ee51-4b5d-8b1e-a231760e67fa,8dec5ff2-a3f1-4f43-b727-c954e0131efd,acteur,Bambino
33105a50-035c-4b5c-9104-d9e7a86fe421,c212ad64-fb4f-4af4-bfb8-c2dc312fe480,acteur,Trinità
33105a50-035c-4b5c-9104-d9e7a86fe421,8dec5ff2-a3f1-4f43-b727-c954e0131efd,acteur,Bambino
0ae82a80-bedc-4bc2-b6d7-d7eaab3d8bac,cc27938c-b0f3-4120-8b3c-0ed4b0328c1f,acteur,Ted Kramer
0ae82a80-bedc-4bc2-b6d7-d7eaab3d8bac,f83b5489-8fe1-4a0d-854c-176d18455020,acteur,Joanna Kramer
08d8ac52-4e53-4810-abe5-d9fd59025be8,a7e2e550-5eef-4a5d-9327-ecedcbdffbbe,acteur,Hélène Duvernet
08d8ac52-4e53-4810-abe5-d9fd59025be8,373eaca2-1eaa-449d-a24b-1f25af2a2263,acteur,Leroux
6076c30d-c5ab-4e95-971a-425f2f4aa075,f12a25e5-b6b1-48a0-9dd9-11510aa744ee,acteur,Clarice Starling
98d9d80d-1d62-4733-8376-8a45c2becbfb,cc34b908-947c-499d-a95b-74a87436d2e0,réalisateur,
33569568-7c3e-4baa-84a8-cae15dca2350,2a6c8bbd-304d-4201-a977-0ae2243aff05,réalisateur,
a09cc505-1e03-49ec-9500-63478944a532,2a6c8bbd-304d-4201-a977-0ae2243aff05,réalisateur,
08d8ac52-4e53-4810-abe5-d9fd59025be8,2a6c8bbd-304d-4201-a977-0ae2243aff05,réalisateur,
4636157e-7ed8-4472-bd59-cb5442604773,2a6c8bbd-304d-4201-a977-0ae2243aff05,réalisateur,
b1ef0ebc-8702-4fa0-8976-13d3e3bf26b9,9b1e6d17-1190-4933-bd76-bcdc14d46d9b,réalisateur,
ace1de16-80cc-4094-b70a-94401c7d049e,9b1e6d17-1190-4933-bd76-bcdc14d46d9b,réalisateur,
7ca570a2-2cd8-4f27-a324-d732e9ba3294,9b1e6d17-1190-4933-bd76-bcdc14d46d9b,réalisateur,
6e76b203-3e19-4f72-9980-92752d48809a,a29d67e0-fcf0-412d-bff2-5e95eb2704d1,réalisateur,
0855b28a-f73d-4302-8d48-2a2353d08321,a29d67e0-fcf0-412d-bff2-5e95eb2704d1,réalisateur,
3d4f7a0a-7288-451e-8e3c-f35028d7581f,f1cb9ad0-ab39-4516-96e5-87b4ef3fa0b1,acteur,Data
b1ef0ebc-8702-4fa0-8976-13d3e3bf26b9,f1cb9ad0-ab39-4516-96e5-87b4ef3fa0b1,acteur,Demi-Lune
2f9676ba-0fba-42cc-b4e9-1a0a48b21260,2e24400b-2353-4be5-b6de-746870abf0cc,réalisateur,
2efc6f4f-82cb-4a25-9143-7d6507f14438,e713859f-af45-4aa5-941f-2cd359491f1c,réalisateur,
9b4a8296-c6fe-40c6-b1c5-9807b2004976,9ba16814-0229-4025-927c-795cd4d6dd07,acteur,Lincoln Hawk
48535f31-8882-4263-af41-c9c0f87c8a1c,4c6389ca-0333-4abb-b648-c5509ed8a973,acteur,Jean-Jacques 'Gigi' Lestrade
fe63a509-ad1d-4960-b4a9-b704a6aa9ea0,4c6389ca-0333-4abb-b648-c5509ed8a973,acteur,François Beretton
771f7f14-bdbf-4c61-8758-5bd200dbeada,6514c6fb-b221-4485-b409-82cafa2c1706,acteur,Polo
771f7f14-bdbf-4c61-8758-5bd200dbeada,6fdf82d1-1804-4d05-88a7-be92124d54ae,acteur,Louis
1a316e25-c81d-4a98-92ec-7147c6c72ff1,7050e190-24e0-441a-ae1e-dc9d34a25415,acteur,Marie-Ange Musquin
1a316e25-c81d-4a98-92ec-7147c6c72ff1,39f9cb9a-dd57-4941-85b3-e7fbb5f4655c,acteur,Josette
1a316e25-c81d-4a98-92ec-7147c6c72ff1,706ae11c-1c62-4e6b-a864-b1cfb69822a8,acteur,Katia
1a316e25-c81d-4a98-92ec-7147c6c72ff1,85e7a0c6-4d33-4e8d-9669-393055db48d4,acteur,Felix
1a316e25-c81d-4a98-92ec-7147c6c72ff1,6fdf82d1-1804-4d05-88a7-be92124d54ae,acteur,Monsieur Leblé
1a316e25-c81d-4a98-92ec-7147c6c72ff1,96b6fde8-7cb4-4b10-a35d-8e5643da45f9,acteur,Pierre Mortez
1a316e25-c81d-4a98-92ec-7147c6c72ff1,1daf693b-6969-4269-a9e7-16b8f4933ffe,acteur,Thérèse
1a316e25-c81d-4a98-92ec-7147c6c72ff1,373eaca2-1eaa-449d-a24b-1f25af2a2263,voix,Un pervers au téléphone
1a316e25-c81d-4a98-92ec-7147c6c72ff1,8b8a29ff-ad0a-420d-a140-98f89451a24f,acteur,Le pharmacien
f97f9b4e-9d81-40ab-a15d-a229e05ed046,6fdf82d1-1804-4d05-88a7-be92124d54ae,acteur,Guy-Hubert Bourdelle / Super-Résistant
f97f9b4e-9d81-40ab-a15d-a229e05ed046,8b8a29ff-ad0a-420d-a140-98f89451a24f,acteur,Jacques de Frémontel / Félix
f97f9b4e-9d81-40ab-a15d-a229e05ed046,7050e190-24e0-441a-ae1e-dc9d34a25415,acteur,La pharmacienne
f97f9b4e-9d81-40ab-a15d-a229e05ed046,373eaca2-1eaa-449d-a24b-1f25af2a2263,acteur,Le père Leboeuf
f97f9b4e-9d81-40ab-a15d-a229e05ed046,3fb2633e-4857-4d64-8876-763c5adb052c,acteur,Bernadette Bourdelle
f97f9b4e-9d81-40ab-a15d-a229e05ed046,1c087b89-1d64-4072-a1e8-6a2d39cbaf15,acteur,Jean-Robert Bourdelle
f97f9b4e-9d81-40ab-a15d-a229e05ed046,ee7f1acd-faa2-4066-8b4a-b4590fffcfd8,acteur,Le général Herman Spontz
f97f9b4e-9d81-40ab-a15d-a229e05ed046,c9f5529f-40f4-4de9-87db-d4116a69cc1a,acteur,Le maréchal Ludwig von Apfelstrudel
f97f9b4e-9d81-40ab-a15d-a229e05ed046,9cedaa88-2e8f-42b3-8f46-bb4baab9e926,acteur,Un résistant arrêté
f97f9b4e-9d81-40ab-a15d-a229e05ed046,c4b4ee4a-d3bf-4954-b6d6-f57dc71ee41d,acteur,André Bourdelle
f97f9b4e-9d81-40ab-a15d-a229e05ed046,6c59baba-028d-4523-a2a3-e279b5087aa3,acteur,Murat
f97f9b4e-9d81-40ab-a15d-a229e05ed046,965f4fa6-f58a-4f0e-adaf-03a73b98197d,acteur,La Bourdelle
f97f9b4e-9d81-40ab-a15d-a229e05ed046,c31959cd-ddef-4820-a26f-05bd58dda950,acteur,Kluglicht
540ef20e-292e-49ec-b2c4-584501eef931,9541d6e9-f51a-4a09-bf1a-9dfa415d89f3,acteur,Jean-Claude (JC)
3b84cea3-1fc0-46e2-9288-c5bfa0ebf6d9,1e5f3072-3480-440f-9c41-0cfd1d0be07c,acteur,le révérend Frank Scott
46b5ed45-a5bd-4f51-8f0a-54e647ebc7ce,13c26591-04f4-4835-a594-d1ce55e80a50,acteur,l'inspecteur Brunel
a4332d5e-a26f-46dc-9a57-c8ef53f5c3b0,9cc1f810-6a4a-4567-854e-75456a5362a0,acteur,Michael O'Hallorhan le colonel des pompiers
a4332d5e-a26f-46dc-9a57-c8ef53f5c3b0,0f9fb46b-fed1-45a4-9d44-e3b1e30b5623,acteur,Susan Franklin
ac7b9722-cae7-460d-a2d9-bf2594c2f035,2854d6bf-c7b7-43ec-990c-a8a8c5fa10a9,acteur,Jennifer Rispoli Chamberlain
b3b77d09-7b54-4c92-9b52-f71b57202f37,68f6758f-8b82-42fa-8fdb-9f2d6091ce1f,acteur,Kimberly Wells la journaliste de KXLA
b9eaf0c7-062e-4a1c-8431-f51b31088290,55a018ac-eea4-42f9-92b2-671d376bea5d,acteur,Pamela Glover
