"id","nom","voie","codepostal","ville","st_y","st_x"
14102,"Cgr Albi Laperouse","60 RUE SERE DE RIVIERES","Albi","43.92676","2.149209"
14114,"Cinéma Sna","P. DE L'AMITIE ENTRE LES PEUPLES","Albi","43.923796","2.144604"
14222,"Casse Massion","LA RUA","Albiez-Montrond","45.217522","6.343043"
14445,"Planet'cine","194 RUE DE BRETAGNE","Alençon","48.433552","0.063775"
14533,"Cineplanet","BOULEVARD VAUBAN","Alès","44.125939","4.077527"
14693,"! Poc ! Scene Artistique Alfortville","82 RUE MARCEL BOURDARIAS","Alfortville","48.807586","2.422346"
15374,"Bel' Donne","PLACE DE VERDUN","Allevard","45.394059","6.075331"
15682,"Salle Polyvalente","SALLE POLYVALENTE","Allonnes","47.983405","0.148339"
15741,"Cinéma De L'Aiguille","RESIDENCE DE L AIGUILLE","Allos","44.283294","6.539965"
15792,"Le Mottaret","STATION DE MERIBEL","Les Allues","45.404713","6.578019"
16081,"Palace Lumiere","2 BOULEVARD CLÉMENCEAU","Altkirch","47.62383","7.236058"
16573,"La Facade 1","RUE BLAISE PASCAL","Ambert","45.547184","3.745498"
16803,"Cinea","3 PLACE ST DENIS","Amboise","47.41057","0.980035"
17082,"Casino Amelie Les Bains","4 av DU DOCTEUR BOUIX","Amélie-les-Bains-Palalda","42.472951","2.670403"
17303,"Studio Orson Welles","2 PLACE LEON GONTIER","Amiens","49.89407","2.292451"
17325,"Cine Saint Leu","5-9 RUE DE LA PLUMETTE","Amiens","49.896685","2.302146"
17326,"Gaumont","5 BOULEVARD DE BELFORT","Amiens","49.889445","2.304933"
17545,"Gaumont","RUE DE L'EUROPE","Amnéville","49.244796","6.132187"
17803,"Eden 3","Place de la Gare","Ancenis","47.364116","-1.178442"
17961,"Cinéma De La Viouze","AVENUE DE LA GARE","Les Ancizes-Comps","45.928236","2.829038"
18291,"Palace","19 R SELLENICK / AV REPUBLIQUE","Les Andelys","49.246748","1.416469"
18701,"Normandie","6 RUE DESIRE ROUSSEL","Anet","48.857505","1.439036"
18861,"Les 400 Coups","12 RUE CLAVEAU","Angers","47.472132","-0.553522"
18866,"Pathé","AVENUE DES DROITS DE L'HOMME","Angers","47.478647","-0.549339"
19242,"Le Casteill","PLACE DU CASTELL","Les Angles","42.577018","2.075079"
19325,"Moncine","AVENUE DES BARTHES","Anglet","43.483711","-1.508634"
19464,"Cite Intern De La Bande Dessinee Et De L'image","121 ROUTE DE BORDEAUX","Angoulême","45.653155","0.150537"
19491,"Mega Cgr","30 RUE SAINT- ROCH","Angoulême","45.650367","0.164018"
19702,"Ideal Cinéma","10 RUE EMILE VAMBROUK","Aniche","50.33114","3.252155"
19901,"Pathé Annecy","AV. DE BROGNY - ZAC ""COURIER""","Annecy","45.912917","6.125425"
19941,"Nemours","22 RUE STE CLAIRE","Annecy","45.898226","6.123792"
19945,"Cinéma Mjc Novel","PLACE ANNAPURNA","Annecy","45.917017","6.134075"
19951,"Espace 300","1 RUE JEAN JAURES","Annecy","45.902197","6.128472"
19983,"Cine Actuel Mjc","3 RUE DU 8 MAI","Annemasse","46.191752","6.231982"
20203,"Nacelles","BD DE L EUROPE","Annonay","45.242757","4.670325"
20311,"Salle De Cinéma","LE BOURG","Anost","47.068237","4.09482"
20672,"Casino","6 ET 8 BD DU 24 AOUT","Antibes","43.57983","7.122516"
20931,"Le Select","10 AV DIVISION LECLERC","Antony","48.753029","2.304782"
21532,"Le Cesar","RUE SCUDERY","Apt","43.875034","5.396362"
22051,"Grand Ecran","9 BIS AVENUE GAMBETTA","Arcachon","44.660258","-1.168378"
22231,"Pathé","46 AVENUE MARIE CURIE","Archamps","46.1393558","6.124697400000059"
22634,"Jean Vilar","1 RUE PAUL SIGNAC","Arcueil","48.801352","2.330702"
22636,"Megarama","8 AVENUE SALVADOR ALLENDE","Arcueil","48.810228","2.328168"
23102,"Le Jaures","RUE JEAN JAURES","Argelès-sur-Mer","42.547269","3.023455"
23131,"Casino","2 PLACE DESPOURRINS","Argelès-Gazost","43.005826","-0.095968"
23241,"Normandy","13 RUE MEHEUDIN","Argentan","48.745411","-0.019397"
23262,"Le Turenne","AVENUE  POINCARE","Argentat-sur-Dordogne","45.091845","1.943901"
23301,"Jean Gabin","12-14 BOULEVARD LEON FEIX","Argenteuil","48.946909","2.249331"
23323,"Le Figuier Blanc","3TER RUE GREGOIRE COLLAS","Argenteuil","48.943679","2.24855"
23392,"L Eau Vive","AVENUE CHARLES DE GAULLE","L'Argentière-la-Bessée","44.792274","6.558372"
23491,"Le Commynes","RUE DE LA FRERIE","Argentonnay","46.983737","-0.446514"
23513,"Eden Palace","8 RUE BARBES","Argenton-sur-Creuse","46.588805","1.51986"
23541,"Cin Evasion","6 RUE AMBROISE PARE","Argentré-du-Plessis","48.058076","-1.148927"
23561,"L'argentis","PLACE NICOLAS LEBLANC","Argent-sur-Sauldre","47.558659","2.446881"
23933,"Femina","8 BD EMILE ZOLA","Arles","43.674097","4.627703"
23951,"Actes Sud Le Mejan","23 QUAI MARX DORMOY","Arles","43.678479","4.624726"
24246,"Cinéma Les Lumieres","RUE DE LA GARE","Armentières","50.686113","2.894624"
25032,"Megarama Arras","48 GRAND' PLACE","Arras","50.29185","2.780997"
25038,"Le Casino","","Arras","50.290037","2.776981"
25179,"Maison Du Val D'azun","1 PLACE DU VAL D'AZUN","Arrens-Marsous","42.955828","-0.213947"
25571," Union","3 RUE DU MOULIN","Ars-sur-Moselle","49.076026","6.07804"
25722,"Circuit 1","PLACE DE L'EGLISE","Artenay","48.083036","1.87847"
26132,"St Michel","RUE ST MICHEL","Arudy","43.10327","-0.430803"
26180,"Salle Polyvalente","ESPACE VEZINOIS","Arvieu","44.174083","2.607518"
26402,"La Locomotive","PLACE DE L'ANCIENNE GARE","Arzon","47.546509","-2.910816"
26662,"L'Alcazar","1 RUE DE LA STATION","Asnières-sur-Seine","48.906327","2.284046"
27573,"Cinéma Ventura","RUE SAMUEL DESBORDES","Athis-Mons","48.7102","2.388137"
27833,"Pagnol","COURS FOCH","Aubagne","43.293397","5.567708"
28264,"Studio","2 RUE EDOUARD POISSON","Aubervilliers","48.910534","2.384966"
28462,"Cine Dome","AVENUE LAVOISIER","Aubière","45.756523","3.143499"
28661,"Le Carfour","ROUTE DE NESMY","Aubigny-Les Clouzeaux","46.623209","-1.427738"
28732,"Atomic","23 RUE DU PRIEURE","Aubigny-sur-Nère","47.488316","2.43949"
28991,"Colbert","GRANDE RUE","Aubusson","45.956961","2.170097"
29062,"Jean Marais","RUE DES ECOLES","Aucamville","43.671301","1.43582"
29123,"Cine 32","73 AVENUE DE L'YSER","Auch","43.651097","0.594265"
29144,"Cine Théâtre Louis Aragon","61 BIS RUE JEAN JAURES","Auchel","50.506306","2.472945"
29373,"Cine Goyen","13 RUE LOUIS PASTEUR","Audierne","48.022078","-4.5389"
29563,"Cine Audun","31 RUE LECLERC","Audun-le-Tiche","49.470467","5.957243"
29741,"Salle Polyvalente","SALLE POLYVALENTE","Augerolles","45.71712","3.633074"
30164,"Théâtre Et Cinéma Jacques Prevert","134 RUE ANATOLE FRANCE","Aulnay-sous-Bois","48.940586","2.496291"
30184,"Ugc Cine Cite O'parinor","LE HAUT DE GALY","Aulnay-sous-Bois","48.960325","2.473606"
30482,"Chantecler","25 BD DES FONTAINES","Aumale","49.770863","1.753271"
30761,"Cinéma Paradiso Théâtre","RUE DE VERDUN","Les Monts D'Aunay","49.020149","-0.629742"
