abonnement_id,created_at,adherent_id,panier_id,date_debut,nombre,montant,mode_paiement_id,saison_id
28576,2025-02-09 16:31:43.10943+00,122,1,,,,,1
28577,2025-02-09 16:31:43.10943+00,443,1,,,,,1
28578,2025-02-09 16:31:43.10943+00,202,1,,,,,1
28579,2025-02-09 16:31:43.10943+00,259682,1,,,,,1
28580,2025-02-09 16:31:43.10943+00,258773,2,,,,,1
28581,2025-02-09 16:31:43.10943+00,260053,3,,,,,1
28582,2025-02-09 16:31:43.10943+00,260060,1,,,,,1
28583,2025-02-09 16:31:43.10943+00,166154,1,,,,,1
28584,2025-02-09 16:31:43.10943+00,592,1,,,,,1
28586,2025-02-09 16:31:43.10943+00,259716,2,,,,,1
28587,2025-02-09 16:31:43.10943+00,457,1,,,,,1
28589,2025-02-09 16:31:43.10943+00,155215,1,,,,,1
28590,2025-02-09 16:31:43.10943+00,258774,1,,,,,1
28591,2025-02-09 16:31:43.10943+00,506,1,,,,,1
28592,2025-02-09 16:31:43.10943+00,259245,1,,,,,1
28593,2025-02-09 16:31:43.10943+00,531,2,,,,,1
28594,2025-02-09 16:31:43.10943+00,259852,1,,,,,1
28595,2025-02-09 16:31:43.10943+00,380,2,,,,,1
28596,2025-02-09 16:31:43.10943+00,257725,1,,,,,1
29082,2025-02-09 16:31:43.10943+00,113,8,,,,,1
28598,2025-02-09 16:31:43.10943+00,258993,1,,,,,1
28599,2025-02-09 16:31:43.10943+00,259715,1,,,,,1
28600,2025-02-09 16:31:43.10943+00,139,4,,,,,1
28601,2025-02-09 16:31:43.10943+00,351,1,,,,,1
28602,2025-02-09 16:31:43.10943+00,66778,1,,,,,1
28603,2025-02-09 16:31:43.10943+00,259230,1,,,,,1
28604,2025-02-09 16:31:43.10943+00,117,1,,,,,1
28605,2025-02-09 16:31:43.10943+00,54,1,,,,,1
28606,2025-02-09 16:31:43.10943+00,22614,1,,,,,1
28607,2025-02-09 16:31:43.10943+00,85,1,,,,,1
28608,2025-02-09 16:31:43.10943+00,49909,3,,,,,1
28609,2025-02-09 16:31:43.10943+00,258502,1,,,,,1
28610,2025-02-09 16:31:43.10943+00,1571,1,,,,,1
28611,2025-02-09 16:31:43.10943+00,260063,2,,,,,1
28612,2025-02-09 16:31:43.10943+00,258842,2,,,,,1
28613,2025-02-09 16:31:43.10943+00,125845,1,,,,,1
28614,2025-02-09 16:31:43.10943+00,259176,1,,,,,1
28615,2025-02-09 16:31:43.10943+00,257627,1,,,,,1
29130,2025-02-09 16:31:43.10943+00,20,1,,,,,1
28617,2025-02-09 16:31:43.10943+00,156,1,,,,,1
28618,2025-02-09 16:31:43.10943+00,260076,1,,,,,1
28619,2025-02-09 16:31:43.10943+00,183829,1,,,,,1
29005,2025-02-09 16:31:43.10943+00,258428,2,,,,,1
28621,2025-02-09 16:31:43.10943+00,260077,1,,,,,1
28622,2025-02-09 16:31:43.10943+00,259263,3,,,,,1
28624,2025-02-09 16:31:43.10943+00,259958,1,,,,,1
28625,2025-02-09 16:31:43.10943+00,260089,1,,,,,1
28626,2025-02-09 16:31:43.10943+00,260096,1,,,,,1
28627,2025-02-09 16:31:43.10943+00,258346,1,,,,,1
29099,2025-02-09 16:31:43.10943+00,260422,8,,,,,1
28629,2025-02-09 16:31:43.10943+00,567,1,,,,,1
29453,2025-02-09 16:31:43.10943+00,259970,11,,,,,1
28631,2025-02-09 16:31:43.10943+00,147,4,,,,,1
28632,2025-02-09 16:31:43.10943+00,260122,1,,,,,1
28633,2025-02-09 16:31:43.10943+00,259786,3,,,,,1
28634,2025-02-09 16:31:43.10943+00,50,3,,,,,1
28635,2025-02-09 16:31:43.10943+00,259558,1,,,,,1
28636,2025-02-09 16:31:43.10943+00,259605,1,,,,,1
28637,2025-02-09 16:31:43.10943+00,258183,1,,,,,1
28638,2025-02-09 16:31:43.10943+00,259339,1,,,,,1
29000,2025-02-09 16:31:43.10943+00,259963,9,,,,,1
28640,2025-02-09 16:31:43.10943+00,94,2,,,,,1
28641,2025-02-09 16:31:43.10943+00,260163,1,,,,,1
28642,2025-02-09 16:31:43.10943+00,260165,1,,,,,1
28643,2025-02-09 16:31:43.10943+00,260167,1,,,,,1
28644,2025-02-09 16:31:43.10943+00,258734,1,,,,,1
28645,2025-02-09 16:31:43.10943+00,257629,1,,,,,1
28646,2025-02-09 16:31:43.10943+00,260223,1,,,,,1
28647,2025-02-09 16:31:43.10943+00,258091,1,,,,,1
28648,2025-02-09 16:31:43.10943+00,260118,1,,,,,1
28649,2025-02-09 16:31:43.10943+00,258948,1,,,,,1
28650,2025-02-09 16:31:43.10943+00,258387,1,,,,,1
28651,2025-02-09 16:31:43.10943+00,259813,1,,,,,1
28652,2025-02-09 16:31:43.10943+00,259137,1,,,,,1
29615,2025-02-09 16:31:43.10943+00,545,1,,,,,1
28654,2025-02-09 16:31:43.10943+00,84,1,,,,,1
28655,2025-02-09 16:31:43.10943+00,123107,1,,,,,1
28656,2025-02-09 16:31:43.10943+00,258685,1,,,,,1
28657,2025-02-09 16:31:43.10943+00,260203,1,,,,,1
28658,2025-02-09 16:31:43.10943+00,259624,1,,,,,1
28659,2025-02-09 16:31:43.10943+00,55208,1,,,,,1
28660,2025-02-09 16:31:43.10943+00,11460,1,,,,,1
29306,2025-02-09 16:31:43.10943+00,259607,11,,,,,1
28662,2025-02-09 16:31:43.10943+00,260225,1,,,,,1
29098,2025-02-09 16:31:43.10943+00,258126,2,,,,,1
28664,2025-02-09 16:31:43.10943+00,359,3,,,,,1
28665,2025-02-09 16:31:43.10943+00,260236,1,,,,,1
28666,2025-02-09 16:31:43.10943+00,20025,1,,,,,1
28667,2025-02-09 16:31:43.10943+00,259543,1,,,,,1
28668,2025-02-09 16:31:43.10943+00,259491,2,,,,,1
28669,2025-02-09 16:31:43.10943+00,249,1,,,,,1
28670,2025-02-09 16:31:43.10943+00,209,1,,,,,1
28671,2025-02-09 16:31:43.10943+00,577,1,,,,,1
28672,2025-02-09 16:31:43.10943+00,260246,1,,,,,1
28673,2025-02-09 16:31:43.10943+00,287,1,,,,,1
29530,2025-02-09 16:31:43.10943+00,259541,8,,,,,1
28675,2025-02-09 16:31:43.10943+00,258213,1,,,,,1
29338,2025-02-09 16:31:43.10943+00,531,8,,,,,1
28677,2025-02-09 16:31:43.10943+00,256,1,,,,,1
28678,2025-02-09 16:31:43.10943+00,258799,1,,,,,1
28679,2025-02-09 16:31:43.10943+00,217385,7,,,,,1
28680,2025-02-09 16:31:43.10943+00,260254,1,,,,,1
28681,2025-02-09 16:31:43.10943+00,258872,1,,,,,1
28682,2025-02-09 16:31:43.10943+00,260270,1,,,,,1
28683,2025-02-09 16:31:43.10943+00,260271,1,,,,,1
28684,2025-02-09 16:31:43.10943+00,259744,2,,,,,1
28685,2025-02-09 16:31:43.10943+00,589,4,,,,,1
28686,2025-02-09 16:31:43.10943+00,260281,2,,,,,1
28687,2025-02-09 16:31:43.10943+00,260291,1,,,,,1
28688,2025-02-09 16:31:43.10943+00,257867,1,,,,,1
28689,2025-02-09 16:31:43.10943+00,259970,1,,,,,1
28691,2025-02-09 16:31:43.10943+00,260311,1,,,,,1
28692,2025-02-09 16:31:43.10943+00,258820,2,,,,,1
28693,2025-02-09 16:31:43.10943+00,44513,1,,,,,1
28695,2025-02-09 16:31:43.10943+00,258218,2,,,,,1
28696,2025-02-09 16:31:43.10943+00,257844,1,,,,,1
28697,2025-02-09 16:31:43.10943+00,374,2,,,,,1
28698,2025-02-09 16:31:43.10943+00,260066,1,,,,,1
29072,2025-02-09 16:31:43.10943+00,258903,8,,,,,1
28700,2025-02-09 16:31:43.10943+00,258602,1,,,,,1
28701,2025-02-09 16:31:43.10943+00,260368,1,,,,,1
28702,2025-02-09 16:31:43.10943+00,431,1,,,,,1
28703,2025-02-09 16:31:43.10943+00,260375,1,,,,,1
28704,2025-02-09 16:31:43.10943+00,260376,3,,,,,1
28705,2025-02-09 16:31:43.10943+00,259996,1,,,,,1
28706,2025-02-09 16:31:43.10943+00,260260,1,,,,,1
29568,2025-02-09 16:31:43.10943+00,260821,11,,,,,1
28708,2025-02-09 16:31:43.10943+00,257905,1,,,,,1
28709,2025-02-09 16:31:43.10943+00,260393,3,,,,,1
28710,2025-02-09 16:31:43.10943+00,260290,1,,,,,1
29006,2025-02-09 16:31:43.10943+00,258428,11,,,,,1
28712,2025-02-09 16:31:43.10943+00,260402,2,,,,,1
28713,2025-02-09 16:31:43.10943+00,260422,1,,,,,1
28714,2025-02-09 16:31:43.10943+00,260426,1,,,,,1
28715,2025-02-09 16:31:43.10943+00,258803,1,,,,,1
29180,2025-02-09 16:31:43.10943+00,506,9,,,,,1
28717,2025-02-09 16:31:43.10943+00,260444,3,,,,,1
28718,2025-02-09 16:31:43.10943+00,260445,1,,,,,1
29539,2025-02-09 16:31:43.10943+00,260451,4,,,,,1
28720,2025-02-09 16:31:43.10943+00,260464,1,,,,,1
29613,2025-02-09 16:31:43.10943+00,260772,8,,,,,1
28988,2025-02-09 16:31:43.10943+00,260639,10,,,,,1
28723,2025-02-09 16:31:43.10943+00,260458,1,,,,,1
28724,2025-02-09 16:31:43.10943+00,259427,1,,,,,1
28725,2025-02-09 16:31:43.10943+00,260465,1,,,,,1
28726,2025-02-09 16:31:43.10943+00,258961,3,,,,,1
28727,2025-02-09 16:31:43.10943+00,257882,1,,,,,1
28728,2025-02-09 16:31:43.10943+00,258223,1,,,,,1
28729,2025-02-09 16:31:43.10943+00,1539,1,,,,,1
29093,2025-02-09 16:31:43.10943+00,260800,11,,,,,1
28731,2025-02-09 16:31:43.10943+00,260551,2,,,,,1
29020,2025-02-09 16:31:43.10943+00,1539,11,,,,,1
29041,2025-02-09 16:31:43.10943+00,260376,11,,,,,1
28735,2025-02-09 16:31:43.10943+00,258942,1,,,,,1
28736,2025-02-09 16:31:43.10943+00,260221,1,,,,,1
28737,2025-02-09 16:31:43.10943+00,258777,2,,,,,1
29191,2025-02-09 16:31:43.10943+00,258155,8,,,,,1
28739,2025-02-09 16:31:43.10943+00,178,1,,,,,1
29573,2025-02-09 16:31:43.10943+00,258903,1,,,,,1
28741,2025-02-09 16:31:43.10943+00,260507,1,,,,,1
29108,2025-02-09 16:31:43.10943+00,185,11,,,,,1
29031,2025-02-09 16:31:43.10943+00,260475,7,,,,,1
28744,2025-02-09 16:31:43.10943+00,258294,2,,,,,1
28978,2025-02-09 16:31:43.10943+00,258990,11,,,,,1
29190,2025-02-09 16:31:43.10943+00,596,1,,,,,1
28747,2025-02-09 16:31:43.10943+00,259645,3,,,,,1
29541,2025-02-09 16:31:43.10943+00,259398,8,,,,,1
28749,2025-02-09 16:31:43.10943+00,259382,3,,,,,1
28750,2025-02-09 16:31:43.10943+00,258531,1,,,,,1
28751,2025-02-09 16:31:43.10943+00,260512,1,,,,,1
28752,2025-02-09 16:31:43.10943+00,260513,1,,,,,1
28753,2025-02-09 16:31:43.10943+00,260515,1,,,,,1
28754,2025-02-09 16:31:43.10943+00,257900,1,,,,,1
29456,2025-02-09 16:31:43.10943+00,166,1,,,,,1
28756,2025-02-09 16:31:43.10943+00,258659,3,,,,,1
28757,2025-02-09 16:31:43.10943+00,260519,1,,,,,1
28759,2025-02-09 16:31:43.10943+00,260404,7,,,,,1
28760,2025-02-09 16:31:43.10943+00,260482,1,,,,,1
28761,2025-02-09 16:31:43.10943+00,260200,1,,,,,1
28762,2025-02-09 16:31:43.10943+00,259466,1,,,,,1
28763,2025-02-09 16:31:43.10943+00,259934,1,,,,,1
28764,2025-02-09 16:31:43.10943+00,260297,7,,,,,1
28765,2025-02-09 16:31:43.10943+00,260314,7,,,,,1
28766,2025-02-09 16:31:43.10943+00,24,1,,,,,1
28767,2025-02-09 16:31:43.10943+00,260332,7,,,,,1
29289,2025-02-09 16:31:43.10943+00,260406,7,,,,,1
28769,2025-02-09 16:31:43.10943+00,258147,1,,,,,1
28770,2025-02-09 16:31:43.10943+00,260312,7,,,,,1
28771,2025-02-09 16:31:43.10943+00,260378,7,,,,,1
28772,2025-02-09 16:31:43.10943+00,260390,7,,,,,1
28773,2025-02-09 16:31:43.10943+00,260259,7,,,,,1
29158,2025-02-09 16:31:43.10943+00,1589,5,,,,,1
28775,2025-02-09 16:31:43.10943+00,33,1,,,,,1
28776,2025-02-09 16:31:43.10943+00,93805,1,,,,,1
28777,2025-02-09 16:31:43.10943+00,260379,7,,,,,1
28778,2025-02-09 16:31:43.10943+00,259440,1,,,,,1
28779,2025-02-09 16:31:43.10943+00,260377,7,,,,,1
28780,2025-02-09 16:31:43.10943+00,396,1,,,,,1
28781,2025-02-09 16:31:43.10943+00,259686,7,,,,,1
28782,2025-02-09 16:31:43.10943+00,259366,7,,,,,1
28783,2025-02-09 16:31:43.10943+00,150089,1,,,,,1
29183,2025-02-09 16:31:43.10943+00,260586,9,,,,,1
29042,2025-02-09 16:31:43.10943+00,260376,9,,,,,1
29156,2025-02-09 16:31:43.10943+00,258284,8,,,,,1
29498,2025-02-09 16:31:43.10943+00,260814,1,,,,,1
29361,2025-02-09 16:31:43.10943+00,90954,5,,,,,1
28789,2025-02-09 16:31:43.10943+00,258671,2,,,,,1
28790,2025-02-09 16:31:43.10943+00,258425,3,,,,,1
28791,2025-02-09 16:31:43.10943+00,260249,1,,,,,1
29160,2025-02-09 16:31:43.10943+00,258723,11,,,,,1
29142,2025-02-09 16:31:43.10943+00,260682,2,,,,,1
29027,2025-02-09 16:31:43.10943+00,260475,7,,,,,1
28795,2025-02-09 16:31:43.10943+00,594,1,,,,,1
28796,2025-02-09 16:31:43.10943+00,239121,1,,,,,1
28797,2025-02-09 16:31:43.10943+00,260527,3,,,,,1
29551,2025-02-09 16:31:43.10943+00,260368,8,,,,,1
28800,2025-02-09 16:31:43.10943+00,56879,4,,,,,1
28801,2025-02-09 16:31:43.10943+00,259498,1,,,,,1
28802,2025-02-09 16:31:43.10943+00,362,3,,,,,1
28803,2025-02-09 16:31:43.10943+00,258282,1,,,,,1
29549,2025-02-09 16:31:43.10943+00,259964,8,,,,,1
28805,2025-02-09 16:31:43.10943+00,258723,1,,,,,1
28806,2025-02-09 16:31:43.10943+00,260541,1,,,,,1
29239,2025-02-09 16:31:43.10943+00,260081,7,,,,,1
28808,2025-02-09 16:31:43.10943+00,259805,2,,,,,1
28809,2025-02-09 16:31:43.10943+00,258216,2,,,,,1
28810,2025-02-09 16:31:43.10943+00,260391,1,,,,,1
28811,2025-02-09 16:31:43.10943+00,260435,2,,,,,1
28812,2025-02-09 16:31:43.10943+00,258509,3,,,,,1
29021,2025-02-09 16:31:43.10943+00,259553,11,,,,,1
29028,2025-02-09 16:31:43.10943+00,260475,7,,,,,1
28815,2025-02-09 16:31:43.10943+00,260570,1,,,,,1
29023,2025-02-09 16:31:43.10943+00,155215,11,,,,,1
29153,2025-02-09 16:31:43.10943+00,258768,11,,,,,1
29032,2025-02-09 16:31:43.10943+00,260475,7,,,,,1
28819,2025-02-09 16:31:43.10943+00,259908,1,,,,,1
28820,2025-02-09 16:31:43.10943+00,260588,1,,,,,1
28821,2025-02-09 16:31:43.10943+00,260142,1,,,,,1
28822,2025-02-09 16:31:43.10943+00,260594,1,,,,,1
29030,2025-02-09 16:31:43.10943+00,260475,7,,,,,1
29026,2025-02-09 16:31:43.10943+00,260475,7,,,,,1
28958,2025-02-09 16:31:43.10943+00,258474,11,,,,,1
28826,2025-02-09 16:31:43.10943+00,260605,1,,,,,1
28827,2025-02-09 16:31:43.10943+00,260611,1,,,,,1
29141,2025-02-09 16:31:43.10943+00,257867,11,,,,,1
29617,2025-02-09 16:31:43.10943+00,260512,8,,,,,1
29162,2025-02-09 16:31:43.10943+00,506,11,,,,,1
28831,2025-02-09 16:31:43.10943+00,260616,1,,,,,1
28832,2025-02-09 16:31:43.10943+00,260617,1,,,,,1
29565,2025-02-09 16:31:43.10943+00,258298,1,,,,,1
28834,2025-02-09 16:31:43.10943+00,260619,7,,,,,1
29043,2025-02-09 16:31:43.10943+00,242178,8,,,,,1
29434,2025-02-09 16:31:43.10943+00,258561,11,,,,,1
29033,2025-02-09 16:31:43.10943+00,260475,7,,,,,1
29277,2025-02-09 16:31:43.10943+00,260681,9,,,,,1
29198,2025-02-09 16:31:43.10943+00,112452,1,,,,,1
28840,2025-02-09 16:31:43.10943+00,260635,1,,,,,1
29181,2025-02-09 16:31:43.10943+00,1559,8,,,,,1
28842,2025-02-09 16:31:43.10943+00,260423,2,,,,,1
29018,2025-02-09 16:31:43.10943+00,94,11,,,,,1
29557,2025-02-09 16:31:43.10943+00,550,2,,,,,1
28845,2025-02-09 16:31:43.10943+00,260645,1,,,,,1
28846,2025-02-09 16:31:43.10943+00,260646,1,,,,,1
28847,2025-02-09 16:31:43.10943+00,260647,1,,,,,1
28848,2025-02-09 16:31:43.10943+00,260657,1,,,,,1
28849,2025-02-09 16:31:43.10943+00,260658,1,,,,,1
28850,2025-02-09 16:31:43.10943+00,260434,2,,,,,1
28851,2025-02-09 16:31:43.10943+00,260447,1,,,,,1
29182,2025-02-09 16:31:43.10943+00,259230,11,,,,,1
28853,2025-02-09 16:31:43.10943+00,260665,1,,,,,1
28854,2025-02-09 16:31:43.10943+00,260666,4,,,,,1
28855,2025-02-09 16:31:43.10943+00,260672,3,,,,,1
29437,2025-02-09 16:31:43.10943+00,258163,8,,,,,1
28957,2025-02-09 16:31:43.10943+00,258474,8,,,,,1
28858,2025-02-09 16:31:43.10943+00,258635,1,,,,,1
28859,2025-02-09 16:31:43.10943+00,81730,2,,,,,1
28860,2025-02-09 16:31:43.10943+00,260680,1,,,,,1
29022,2025-02-09 16:31:43.10943+00,14747,11,,,,,1
28862,2025-02-09 16:31:43.10943+00,260688,7,,,,,1
28863,2025-02-09 16:31:43.10943+00,258416,1,,,,,1
29461,2025-02-09 16:31:43.10943+00,260441,1,,,,,1
28865,2025-02-09 16:31:43.10943+00,260693,1,,,,,1
28866,2025-02-09 16:31:43.10943+00,260695,1,,,,,1
28867,2025-02-09 16:31:43.10943+00,260696,1,,,,,1
28976,2025-02-09 16:31:43.10943+00,258504,8,,,,,1
29148,2025-02-09 16:31:43.10943+00,260515,11,,,,,1
28870,2025-02-09 16:31:43.10943+00,260704,1,,,,,1
29436,2025-02-09 16:31:43.10943+00,156,8,,,,,1
28872,2025-02-09 16:31:43.10943+00,260708,3,,,,,1
29439,2025-02-09 16:31:43.10943+00,260017,8,,,,,1
28874,2025-02-09 16:31:43.10943+00,258061,1,,,,,1
29284,2025-02-09 16:31:43.10943+00,260714,9,,,,,1
29285,2025-02-09 16:31:43.10943+00,260793,7,,,,,1
29433,2025-02-09 16:31:43.10943+00,189,5,,,,,1
28879,2025-02-09 16:31:43.10943+00,260719,1,,,,,1
28880,2025-02-09 16:31:43.10943+00,163,1,,,,,1
28990,2025-02-09 16:31:43.10943+00,260672,11,,,,,1
28882,2025-02-09 16:31:43.10943+00,1613,1,,,,,1
28883,2025-02-09 16:31:43.10943+00,342,1,,,,,1
29278,2025-02-09 16:31:43.10943+00,260689,7,,,,,1
28885,2025-02-09 16:31:43.10943+00,258846,2,,,,,1
28886,2025-02-09 16:31:43.10943+00,260733,7,,,,,1
29218,2025-02-09 16:31:43.10943+00,259191,8,,,,,1
29114,2025-02-09 16:31:43.10943+00,259057,11,,,,,1
28985,2025-02-09 16:31:43.10943+00,260456,8,,,,,1
28890,2025-02-09 16:31:43.10943+00,260738,7,,,,,1
28891,2025-02-09 16:31:43.10943+00,260740,7,,,,,1
28892,2025-02-09 16:31:43.10943+00,152572,3,,,,,1
28893,2025-02-09 16:31:43.10943+00,21678,1,,,,,1
28894,2025-02-09 16:31:43.10943+00,260720,1,,,,,1
28895,2025-02-09 16:31:43.10943+00,260746,3,,,,,1
28896,2025-02-09 16:31:43.10943+00,258768,3,,,,,1
28897,2025-02-09 16:31:43.10943+00,259986,1,,,,,1
28898,2025-02-09 16:31:43.10943+00,260748,7,,,,,1
28899,2025-02-09 16:31:43.10943+00,260751,7,,,,,1
28900,2025-02-09 16:31:43.10943+00,260749,1,,,,,1
28901,2025-02-09 16:31:43.10943+00,260660,2,,,,,1
28902,2025-02-09 16:31:43.10943+00,260438,7,,,,,1
28903,2025-02-09 16:31:43.10943+00,259557,1,,,,,1
28904,2025-02-09 16:31:43.10943+00,260759,1,,,,,1
28905,2025-02-09 16:31:43.10943+00,260023,7,,,,,1
28906,2025-02-09 16:31:43.10943+00,260474,7,,,,,1
28907,2025-02-09 16:31:43.10943+00,260764,1,,,,,1
28908,2025-02-09 16:31:43.10943+00,260765,4,,,,,1
29222,2025-02-09 16:31:43.10943+00,258036,8,,,,,1
28910,2025-02-09 16:31:43.10943+00,260767,7,,,,,1
28911,2025-02-09 16:31:43.10943+00,260586,1,,,,,1
29140,2025-02-09 16:31:43.10943+00,259744,11,,,,,1
29350,2025-02-09 16:31:43.10943+00,260775,11,,,,,1
28914,2025-02-09 16:31:43.10943+00,260775,1,,,,,1
29475,2025-02-09 16:31:43.10943+00,257847,8,,,,,1
29578,2025-02-09 16:31:43.10943+00,258594,8,,,,,1
28917,2025-02-09 16:31:43.10943+00,260778,1,,,,,1
28918,2025-02-09 16:31:43.10943+00,593,1,,,,,1
28919,2025-02-09 16:31:43.10943+00,260780,1,,,,,1
28920,2025-02-09 16:31:43.10943+00,260781,1,,,,,1
29208,2025-02-09 16:31:43.10943+00,258846,11,,,,,1
28922,2025-02-09 16:31:43.10943+00,260784,7,,,,,1
28923,2025-02-09 16:31:43.10943+00,260785,7,,,,,1
29139,2025-02-09 16:31:43.10943+00,260635,11,,,,,1
28925,2025-02-09 16:31:43.10943+00,260787,7,,,,,1
29121,2025-02-09 16:31:43.10943+00,259402,9,,,,,1
28927,2025-02-09 16:31:43.10943+00,259555,2,,,,,1
28928,2025-02-09 16:31:43.10943+00,260790,7,,,,,1
28929,2025-02-09 16:31:43.10943+00,260794,7,,,,,1
28930,2025-02-09 16:31:43.10943+00,260795,7,,,,,1
28931,2025-02-09 16:31:43.10943+00,260796,7,,,,,1
28932,2025-02-09 16:31:43.10943+00,260797,7,,,,,1
28933,2025-02-09 16:31:43.10943+00,258298,1,,,,,1
28934,2025-02-09 16:31:43.10943+00,260798,7,,,,,1
28935,2025-02-09 16:31:43.10943+00,260800,1,,,,,1
28936,2025-02-09 16:31:43.10943+00,260801,7,,,,,1
28937,2025-02-09 16:31:43.10943+00,260804,7,,,,,1
28938,2025-02-09 16:31:43.10943+00,258038,1,,,,,1
28939,2025-02-09 16:31:43.10943+00,260807,7,,,,,1
28940,2025-02-09 16:31:43.10943+00,257844,9,,,,,1
28941,2025-02-09 16:31:43.10943+00,28504,9,,,,,1
28942,2025-02-09 16:31:43.10943+00,259261,8,,,,,1
28943,2025-02-09 16:31:43.10943+00,258234,9,,,,,1
28944,2025-02-09 16:31:43.10943+00,259506,1,,,,,1
28946,2025-02-09 16:31:43.10943+00,258866,11,,,,,1
28949,2025-02-09 16:31:43.10943+00,259716,11,,,,,1
28950,2025-02-09 16:31:43.10943+00,259444,9,,,,,1
28951,2025-02-09 16:31:43.10943+00,1613,11,,,,,1
28952,2025-02-09 16:31:43.10943+00,260465,8,,,,,1
28953,2025-02-09 16:31:43.10943+00,260465,11,,,,,1
28954,2025-02-09 16:31:43.10943+00,258557,11,,,,,1
28955,2025-02-09 16:31:43.10943+00,260778,8,,,,,1
28956,2025-02-09 16:31:43.10943+00,260778,11,,,,,1
28959,2025-02-09 16:31:43.10943+00,214,11,,,,,1
28960,2025-02-09 16:31:43.10943+00,214,9,,,,,1
28961,2025-02-09 16:31:43.10943+00,259137,8,,,,,1
28965,2025-02-09 16:31:43.10943+00,258775,9,,,,,1
28964,2025-02-09 16:31:43.10943+00,425,8,,,,,1
28966,2025-02-09 16:31:43.10943+00,260695,8,,,,,1
28968,2025-02-09 16:31:43.10943+00,258721,4,,,,,1
28970,2025-02-09 16:31:43.10943+00,258721,11,,,,,1
28972,2025-02-09 16:31:43.10943+00,258294,8,,,,,1
28973,2025-02-09 16:31:43.10943+00,258773,9,,,,,1
28974,2025-02-09 16:31:43.10943+00,260697,2,,,,,1
28975,2025-02-09 16:31:43.10943+00,260697,11,,,,,1
28977,2025-02-09 16:31:43.10943+00,171,1,,,,,1
28980,2025-02-09 16:31:43.10943+00,258990,8,,,,,1
28981,2025-02-09 16:31:43.10943+00,258510,1,,,,,1
28982,2025-02-09 16:31:43.10943+00,258510,8,,,,,1
28986,2025-02-09 16:31:43.10943+00,260456,11,,,,,1
28989,2025-02-09 16:31:43.10943+00,260639,11,,,,,1
28991,2025-02-09 16:31:43.10943+00,259194,2,,,,,1
28992,2025-02-09 16:31:43.10943+00,259439,9,,,,,1
28993,2025-02-09 16:31:43.10943+00,439,2,,,,,1
28995,2025-02-09 16:31:43.10943+00,236,11,,,,,1
28996,2025-02-09 16:31:43.10943+00,259928,11,,,,,1
28997,2025-02-09 16:31:43.10943+00,260158,2,,,,,1
29079,2025-02-09 16:31:43.10943+00,257725,11,,,,,1
29078,2025-02-09 16:31:43.10943+00,257725,8,,,,,1
29001,2025-02-09 16:31:43.10943+00,259270,2,,,,,1
29003,2025-02-09 16:31:43.10943+00,259270,11,,,,,1
29007,2025-02-09 16:31:43.10943+00,21678,11,,,,,1
29008,2025-02-09 16:31:43.10943+00,21678,9,,,,,1
29009,2025-02-09 16:31:43.10943+00,259609,11,,,,,1
29010,2025-02-09 16:31:43.10943+00,259609,8,,,,,1
29011,2025-02-09 16:31:43.10943+00,545,11,,,,,1
29012,2025-02-09 16:31:43.10943+00,545,8,,,,,1
29013,2025-02-09 16:31:43.10943+00,166154,11,,,,,1
29016,2025-02-09 16:31:43.10943+00,260758,7,,,,,1
29019,2025-02-09 16:31:43.10943+00,260808,1,,,,,1
29035,2025-02-09 16:31:43.10943+00,260475,7,,,,,1
29036,2025-02-09 16:31:43.10943+00,260475,7,,,,,1
29037,2025-02-09 16:31:43.10943+00,260475,7,,,,,1
29038,2025-02-09 16:31:43.10943+00,260475,7,,,,,1
29039,2025-02-09 16:31:43.10943+00,260475,7,,,,,1
29040,2025-02-09 16:31:43.10943+00,260475,7,,,,,1
29044,2025-02-09 16:31:43.10943+00,242178,11,,,,,1
29045,2025-02-09 16:31:43.10943+00,44513,11,,,,,1
29046,2025-02-09 16:31:43.10943+00,259715,11,,,,,1
29047,2025-02-09 16:31:43.10943+00,258281,9,,,,,1
29101,2025-02-09 16:31:43.10943+00,451,11,,,,,1
29049,2025-02-09 16:31:43.10943+00,258061,8,,,,,1
29050,2025-02-09 16:31:43.10943+00,259436,9,,,,,1
29051,2025-02-09 16:31:43.10943+00,258038,8,,,,,1
29052,2025-02-09 16:31:43.10943+00,443,11,,,,,1
29053,2025-02-09 16:31:43.10943+00,443,9,,,,,1
29054,2025-02-09 16:31:43.10943+00,2336,11,,,,,1
29055,2025-02-09 16:31:43.10943+00,259318,8,,,,,1
29056,2025-02-09 16:31:43.10943+00,49909,11,,,,,1
29057,2025-02-09 16:31:43.10943+00,577,10,,,,,1
29058,2025-02-09 16:31:43.10943+00,259382,11,,,,,1
29059,2025-02-09 16:31:43.10943+00,259243,11,,,,,1
29060,2025-02-09 16:31:43.10943+00,258942,9,,,,,1
29061,2025-02-09 16:31:43.10943+00,259852,11,,,,,1
29062,2025-02-09 16:31:43.10943+00,259852,8,,,,,1
29063,2025-02-09 16:31:43.10943+00,260015,10,,,,,1
29064,2025-02-09 16:31:43.10943+00,260519,10,,,,,1
29065,2025-02-09 16:31:43.10943+00,518,11,,,,,1
29066,2025-02-09 16:31:43.10943+00,257961,1,,,,,1
29067,2025-02-09 16:31:43.10943+00,257961,11,,,,,1
29068,2025-02-09 16:31:43.10943+00,257961,10,,,,,1
