abonnement_id,created_at,adherent_id,panier_id,date_debut,nombre,montant,mode_paiement_id,saison_id
28223,2025-02-09 16:31:43.10943+00,244231,1,,,,,1
28224,2025-02-09 16:31:43.10943+00,27245,1,,,,,1
28225,2025-02-09 16:31:43.10943+00,78,1,,,,,1
28226,2025-02-09 16:31:43.10943+00,535,1,,,,,1
28227,2025-02-09 16:31:43.10943+00,258163,1,,,,,1
28228,2025-02-09 16:31:43.10943+00,258789,1,,,,,1
28229,2025-02-09 16:31:43.10943+00,257920,2,,,,,1
28230,2025-02-09 16:31:43.10943+00,258658,1,,,,,1
28231,2025-02-09 16:31:43.10943+00,436,1,,,,,1
28233,2025-02-09 16:31:43.10943+00,235,1,,,,,1
28234,2025-02-09 16:31:43.10943+00,258528,1,,,,,1
28235,2025-02-09 16:31:43.10943+00,104,1,,,,,1
28236,2025-02-09 16:31:43.10943+00,509,1,,,,,1
28237,2025-02-09 16:31:43.10943+00,234846,1,,,,,1
28238,2025-02-09 16:31:43.10943+00,438,1,,,,,1
28239,2025-02-09 16:31:43.10943+00,236,1,,,,,1
28240,2025-02-09 16:31:43.10943+00,258414,1,,,,,1
28241,2025-02-09 16:31:43.10943+00,338,1,,,,,1
28242,2025-02-09 16:31:43.10943+00,249180,1,,,,,1
28243,2025-02-09 16:31:43.10943+00,257642,1,,,,,1
28244,2025-02-09 16:31:43.10943+00,97,3,,,,,1
28245,2025-02-09 16:31:43.10943+00,510,1,,,,,1
28246,2025-02-09 16:31:43.10943+00,257926,1,,,,,1
28247,2025-02-09 16:31:43.10943+00,240,1,,,,,1
28248,2025-02-09 16:31:43.10943+00,1551,1,,,,,1
28249,2025-02-09 16:31:43.10943+00,258328,1,,,,,1
28250,2025-02-09 16:31:43.10943+00,442,1,,,,,1
28251,2025-02-09 16:31:43.10943+00,176298,1,,,,,1
29504,2025-02-09 16:31:43.10943+00,268,8,,,,,1
28253,2025-02-09 16:31:43.10943+00,258680,1,,,,,1
28254,2025-02-09 16:31:43.10943+00,25768,1,,,,,1
28255,2025-02-09 16:31:43.10943+00,258443,1,,,,,1
28256,2025-02-09 16:31:43.10943+00,258476,1,,,,,1
28257,2025-02-09 16:31:43.10943+00,451,1,,,,,1
28258,2025-02-09 16:31:43.10943+00,9606,1,,,,,1
28259,2025-02-09 16:31:43.10943+00,257986,1,,,,,1
28260,2025-02-09 16:31:43.10943+00,258060,1,,,,,1
28261,2025-02-09 16:31:43.10943+00,190584,2,,,,,1
28262,2025-02-09 16:31:43.10943+00,258237,1,,,,,1
28264,2025-02-09 16:31:43.10943+00,54498,1,,,,,1
28265,2025-02-09 16:31:43.10943+00,102,1,,,,,1
28266,2025-02-09 16:31:43.10943+00,95573,1,,,,,1
28267,2025-02-09 16:31:43.10943+00,258329,1,,,,,1
28268,2025-02-09 16:31:43.10943+00,257863,1,,,,,1
28269,2025-02-09 16:31:43.10943+00,115,1,,,,,1
28270,2025-02-09 16:31:43.10943+00,257990,2,,,,,1
28271,2025-02-09 16:31:43.10943+00,258021,1,,,,,1
28272,2025-02-09 16:31:43.10943+00,258504,1,,,,,1
28273,2025-02-09 16:31:43.10943+00,256932,1,,,,,1
28274,2025-02-09 16:31:43.10943+00,258284,1,,,,,1
28275,2025-02-09 16:31:43.10943+00,251,1,,,,,1
28276,2025-02-09 16:31:43.10943+00,258735,1,,,,,1
28277,2025-02-09 16:31:43.10943+00,243871,1,,,,,1
28278,2025-02-09 16:31:43.10943+00,258587,1,,,,,1
28279,2025-02-09 16:31:43.10943+00,603,1,,,,,1
28280,2025-02-09 16:31:43.10943+00,521,1,,,,,1
28281,2025-02-09 16:31:43.10943+00,257719,1,,,,,1
28282,2025-02-09 16:31:43.10943+00,211493,1,,,,,1
29004,2025-02-09 16:31:43.10943+00,260464,11,,,,,1
28284,2025-02-09 16:31:43.10943+00,321,2,,,,,1
28285,2025-02-09 16:31:43.10943+00,501,1,,,,,1
28286,2025-02-09 16:31:43.10943+00,258579,1,,,,,1
28287,2025-02-09 16:31:43.10943+00,257595,1,,,,,1
28288,2025-02-09 16:31:43.10943+00,85115,1,,,,,1
28289,2025-02-09 16:31:43.10943+00,31072,1,,,,,1
28290,2025-02-09 16:31:43.10943+00,206959,1,,,,,1
28291,2025-02-09 16:31:43.10943+00,107,1,,,,,1
28292,2025-02-09 16:31:43.10943+00,465,1,,,,,1
28293,2025-02-09 16:31:43.10943+00,343,1,,,,,1
28294,2025-02-09 16:31:43.10943+00,60347,1,,,,,1
28295,2025-02-09 16:31:43.10943+00,257662,1,,,,,1
28296,2025-02-09 16:31:43.10943+00,258567,1,,,,,1
28297,2025-02-09 16:31:43.10943+00,258759,1,,,,,1
28298,2025-02-09 16:31:43.10943+00,345,1,,,,,1
28299,2025-02-09 16:31:43.10943+00,372,1,,,,,1
28300,2025-02-09 16:31:43.10943+00,258801,1,,,,,1
29597,2025-02-09 16:31:43.10943+00,257751,5,,,,,1
28302,2025-02-09 16:31:43.10943+00,266,1,,,,,1
28303,2025-02-09 16:31:43.10943+00,185,1,,,,,1
28304,2025-02-09 16:31:43.10943+00,257901,1,,,,,1
28305,2025-02-09 16:31:43.10943+00,268,1,,,,,1
28306,2025-02-09 16:31:43.10943+00,257698,1,,,,,1
28307,2025-02-09 16:31:43.10943+00,144,3,,,,,1
28308,2025-02-09 16:31:43.10943+00,65196,1,,,,,1
28309,2025-02-09 16:31:43.10943+00,260015,3,,,,,1
28310,2025-02-09 16:31:43.10943+00,27174,3,,,,,1
28311,2025-02-09 16:31:43.10943+00,77,1,,,,,1
28312,2025-02-09 16:31:43.10943+00,605,1,,,,,1
28313,2025-02-09 16:31:43.10943+00,491,1,,,,,1
28314,2025-02-09 16:31:43.10943+00,417,3,,,,,1
28315,2025-02-09 16:31:43.10943+00,275,1,,,,,1
28316,2025-02-09 16:31:43.10943+00,258358,1,,,,,1
28317,2025-02-09 16:31:43.10943+00,258840,1,,,,,1
28318,2025-02-09 16:31:43.10943+00,257847,1,,,,,1
28319,2025-02-09 16:31:43.10943+00,323,2,,,,,1
28320,2025-02-09 16:31:43.10943+00,149,1,,,,,1
28321,2025-02-09 16:31:43.10943+00,473,1,,,,,1
28322,2025-02-09 16:31:43.10943+00,258361,1,,,,,1
28323,2025-02-09 16:31:43.10943+00,258537,1,,,,,1
28324,2025-02-09 16:31:43.10943+00,412,1,,,,,1
28325,2025-02-09 16:31:43.10943+00,1560,1,,,,,1
28326,2025-02-09 16:31:43.10943+00,336,1,,,,,1
28327,2025-02-09 16:31:43.10943+00,172945,1,,,,,1
28328,2025-02-09 16:31:43.10943+00,1564,1,,,,,1
28329,2025-02-09 16:31:43.10943+00,257796,1,,,,,1
28330,2025-02-09 16:31:43.10943+00,258867,2,,,,,1
28331,2025-02-09 16:31:43.10943+00,173217,1,,,,,1
28332,2025-02-09 16:31:43.10943+00,209730,1,,,,,1
28333,2025-02-09 16:31:43.10943+00,258075,1,,,,,1
28334,2025-02-09 16:31:43.10943+00,285,1,,,,,1
28335,2025-02-09 16:31:43.10943+00,241129,1,,,,,1
28336,2025-02-09 16:31:43.10943+00,258818,1,,,,,1
28337,2025-02-09 16:31:43.10943+00,413,1,,,,,1
28338,2025-02-09 16:31:43.10943+00,257701,1,,,,,1
28339,2025-02-09 16:31:43.10943+00,477,1,,,,,1
28340,2025-02-09 16:31:43.10943+00,547,1,,,,,1
28341,2025-02-09 16:31:43.10943+00,1570,1,,,,,1
28342,2025-02-09 16:31:43.10943+00,41,1,,,,,1
28343,2025-02-09 16:31:43.10943+00,40,1,,,,,1
28344,2025-02-09 16:31:43.10943+00,257783,1,,,,,1
28345,2025-02-09 16:31:43.10943+00,260071,1,,,,,1
28346,2025-02-09 16:31:43.10943+00,259389,1,,,,,1
28347,2025-02-09 16:31:43.10943+00,258334,1,,,,,1
28348,2025-02-09 16:31:43.10943+00,257652,1,,,,,1
28349,2025-02-09 16:31:43.10943+00,212873,1,,,,,1
28350,2025-02-09 16:31:43.10943+00,257770,1,,,,,1
28351,2025-02-09 16:31:43.10943+00,258174,1,,,,,1
28352,2025-02-09 16:31:43.10943+00,45,1,,,,,1
28353,2025-02-09 16:31:43.10943+00,258486,3,,,,,1
28354,2025-02-09 16:31:43.10943+00,479,1,,,,,1
28355,2025-02-09 16:31:43.10943+00,1573,3,,,,,1
28356,2025-02-09 16:31:43.10943+00,258217,1,,,,,1
28357,2025-02-09 16:31:43.10943+00,1336,1,,,,,1
28358,2025-02-09 16:31:43.10943+00,257594,1,,,,,1
28359,2025-02-09 16:31:43.10943+00,257548,7,,,,,1
28360,2025-02-09 16:31:43.10943+00,68325,1,,,,,1
28362,2025-02-09 16:31:43.10943+00,257542,1,,,,,1
28363,2025-02-09 16:31:43.10943+00,90,1,,,,,1
28364,2025-02-09 16:31:43.10943+00,11411,1,,,,,1
28365,2025-02-09 16:31:43.10943+00,48803,1,,,,,1
28366,2025-02-09 16:31:43.10943+00,49,1,,,,,1
28367,2025-02-09 16:31:43.10943+00,5502,1,,,,,1
28368,2025-02-09 16:31:43.10943+00,298,1,,,,,1
28369,2025-02-09 16:31:43.10943+00,42348,3,,,,,1
28370,2025-02-09 16:31:43.10943+00,258122,1,,,,,1
28371,2025-02-09 16:31:43.10943+00,299,1,,,,,1
28372,2025-02-09 16:31:43.10943+00,11511,1,,,,,1
28373,2025-02-09 16:31:43.10943+00,93,1,,,,,1
28374,2025-02-09 16:31:43.10943+00,257821,1,,,,,1
28375,2025-02-09 16:31:43.10943+00,302,1,,,,,1
28376,2025-02-09 16:31:43.10943+00,54513,1,,,,,1
28377,2025-02-09 16:31:43.10943+00,260518,1,,,,,1
28378,2025-02-09 16:31:43.10943+00,145536,3,,,,,1
28379,2025-02-09 16:31:43.10943+00,8,1,,,,,1
28380,2025-02-09 16:31:43.10943+00,258722,1,,,,,1
28381,2025-02-09 16:31:43.10943+00,388,1,,,,,1
28382,2025-02-09 16:31:43.10943+00,214771,1,,,,,1
28383,2025-02-09 16:31:43.10943+00,310,1,,,,,1
28384,2025-02-09 16:31:43.10943+00,47476,3,,,,,1
28385,2025-02-09 16:31:43.10943+00,157,1,,,,,1
28386,2025-02-09 16:31:43.10943+00,210622,1,,,,,1
28387,2025-02-09 16:31:43.10943+00,235990,1,,,,,1
28388,2025-02-09 16:31:43.10943+00,257692,1,,,,,1
28389,2025-02-09 16:31:43.10943+00,9,1,,,,,1
29619,2025-02-09 16:31:43.10943+00,259679,1,,,,,1
28391,2025-02-09 16:31:43.10943+00,235976,1,,,,,1
28392,2025-02-09 16:31:43.10943+00,1588,1,,,,,1
28393,2025-02-09 16:31:43.10943+00,258622,1,,,,,1
28394,2025-02-09 16:31:43.10943+00,258079,3,,,,,1
28395,2025-02-09 16:31:43.10943+00,257695,1,,,,,1
28396,2025-02-09 16:31:43.10943+00,58,2,,,,,1
28397,2025-02-09 16:31:43.10943+00,1679,1,,,,,1
28399,2025-02-09 16:31:43.10943+00,240089,1,,,,,1
28400,2025-02-09 16:31:43.10943+00,308,1,,,,,1
28401,2025-02-09 16:31:43.10943+00,19,3,,,,,1
28402,2025-02-09 16:31:43.10943+00,54771,1,,,,,1
28403,2025-02-09 16:31:43.10943+00,258876,1,,,,,1
28404,2025-02-09 16:31:43.10943+00,258902,3,,,,,1
28410,2025-02-09 16:31:43.10943+00,444,4,,,,,1
29073,2025-02-09 16:31:43.10943+00,259190,11,,,,,1
28412,2025-02-09 16:31:43.10943+00,258911,3,,,,,1
28413,2025-02-09 16:31:43.10943+00,458,1,,,,,1
28414,2025-02-09 16:31:43.10943+00,259698,1,,,,,1
28416,2025-02-09 16:31:43.10943+00,134,1,,,,,1
28417,2025-02-09 16:31:43.10943+00,1583,2,,,,,1
28418,2025-02-09 16:31:43.10943+00,258968,1,,,,,1
28419,2025-02-09 16:31:43.10943+00,258969,3,,,,,1
28420,2025-02-09 16:31:43.10943+00,258212,1,,,,,1
28421,2025-02-09 16:31:43.10943+00,258986,1,,,,,1
28983,2025-02-09 16:31:43.10943+00,258594,1,,,,,1
28423,2025-02-09 16:31:43.10943+00,201,1,,,,,1
29575,2025-02-09 16:31:43.10943+00,235976,8,,,,,1
28425,2025-02-09 16:31:43.10943+00,259024,1,,,,,1
28426,2025-02-09 16:31:43.10943+00,259033,1,,,,,1
28427,2025-02-09 16:31:43.10943+00,259439,1,,,,,1
28428,2025-02-09 16:31:43.10943+00,259072,1,,,,,1
29029,2025-02-09 16:31:43.10943+00,260475,7,,,,,1
28430,2025-02-09 16:31:43.10943+00,237166,1,,,,,1
29200,2025-02-09 16:31:43.10943+00,258342,11,,,,,1
28432,2025-02-09 16:31:43.10943+00,259089,1,,,,,1
29275,2025-02-09 16:31:43.10943+00,260812,7,,,,,1
28434,2025-02-09 16:31:43.10943+00,258127,1,,,,,1
29346,2025-02-09 16:31:43.10943+00,258986,8,,,,,1
28436,2025-02-09 16:31:43.10943+00,82621,1,,,,,1
28437,2025-02-09 16:31:43.10943+00,259173,1,,,,,1
28438,2025-02-09 16:31:43.10943+00,259170,1,,,,,1
28439,2025-02-09 16:31:43.10943+00,258557,2,,,,,1
28440,2025-02-09 16:31:43.10943+00,461,1,,,,,1
28441,2025-02-09 16:31:43.10943+00,258965,1,,,,,1
28442,2025-02-09 16:31:43.10943+00,551,4,,,,,1
28443,2025-02-09 16:31:43.10943+00,259559,1,,,,,1
28444,2025-02-09 16:31:43.10943+00,2945,3,,,,,1
28445,2025-02-09 16:31:43.10943+00,259211,1,,,,,1
28446,2025-02-09 16:31:43.10943+00,549,2,,,,,1
28447,2025-02-09 16:31:43.10943+00,259216,3,,,,,1
28448,2025-02-09 16:31:43.10943+00,259224,1,,,,,1
28449,2025-02-09 16:31:43.10943+00,259232,1,,,,,1
28450,2025-02-09 16:31:43.10943+00,259234,1,,,,,1
28451,2025-02-09 16:31:43.10943+00,259243,1,,,,,1
28452,2025-02-09 16:31:43.10943+00,259156,3,,,,,1
28453,2025-02-09 16:31:43.10943+00,259261,1,,,,,1
28454,2025-02-09 16:31:43.10943+00,259223,1,,,,,1
28455,2025-02-09 16:31:43.10943+00,1559,1,,,,,1
28456,2025-02-09 16:31:43.10943+00,259421,1,,,,,1
28457,2025-02-09 16:31:43.10943+00,259488,1,,,,,1
28458,2025-02-09 16:31:43.10943+00,4475,1,,,,,1
28459,2025-02-09 16:31:43.10943+00,456,1,,,,,1
28460,2025-02-09 16:31:43.10943+00,258775,1,,,,,1
28461,2025-02-09 16:31:43.10943+00,259463,1,,,,,1
28462,2025-02-09 16:31:43.10943+00,259453,1,,,,,1
28463,2025-02-09 16:31:43.10943+00,259452,3,,,,,1
28464,2025-02-09 16:31:43.10943+00,259441,1,,,,,1
28465,2025-02-09 16:31:43.10943+00,259436,1,,,,,1
28466,2025-02-09 16:31:43.10943+00,259420,1,,,,,1
28467,2025-02-09 16:31:43.10943+00,251610,1,,,,,1
28468,2025-02-09 16:31:43.10943+00,259414,1,,,,,1
28469,2025-02-09 16:31:43.10943+00,259406,1,,,,,1
28470,2025-02-09 16:31:43.10943+00,259402,1,,,,,1
28471,2025-02-09 16:31:43.10943+00,98,1,,,,,1
28472,2025-02-09 16:31:43.10943+00,448,1,,,,,1
28473,2025-02-09 16:31:43.10943+00,259398,1,,,,,1
28474,2025-02-09 16:31:43.10943+00,259191,1,,,,,1
28475,2025-02-09 16:31:43.10943+00,259394,3,,,,,1
28476,2025-02-09 16:31:43.10943+00,259190,1,,,,,1
28477,2025-02-09 16:31:43.10943+00,259383,1,,,,,1
28478,2025-02-09 16:31:43.10943+00,258196,1,,,,,1
29143,2025-02-09 16:31:43.10943+00,259291,9,,,,,1
28480,2025-02-09 16:31:43.10943+00,259377,1,,,,,1
28481,2025-02-09 16:31:43.10943+00,180698,3,,,,,1
28482,2025-02-09 16:31:43.10943+00,249807,1,,,,,1
28483,2025-02-09 16:31:43.10943+00,257824,1,,,,,1
28484,2025-02-09 16:31:43.10943+00,259349,1,,,,,1
28485,2025-02-09 16:31:43.10943+00,259340,1,,,,,1
28486,2025-02-09 16:31:43.10943+00,259337,3,,,,,1
28487,2025-02-09 16:31:43.10943+00,259333,1,,,,,1
28488,2025-02-09 16:31:43.10943+00,259318,1,,,,,1
28489,2025-02-09 16:31:43.10943+00,259314,1,,,,,1
28994,2025-02-09 16:31:43.10943+00,259986,11,,,,,1
28491,2025-02-09 16:31:43.10943+00,259291,1,,,,,1
28492,2025-02-09 16:31:43.10943+00,259282,1,,,,,1
28493,2025-02-09 16:31:43.10943+00,205302,1,,,,,1
28494,2025-02-09 16:31:43.10943+00,257879,3,,,,,1
28495,2025-02-09 16:31:43.10943+00,259522,1,,,,,1
29558,2025-02-09 16:31:43.10943+00,258604,1,,,,,1
28497,2025-02-09 16:31:43.10943+00,259544,2,,,,,1
28498,2025-02-09 16:31:43.10943+00,258155,1,,,,,1
28499,2025-02-09 16:31:43.10943+00,259568,2,,,,,1
28500,2025-02-09 16:31:43.10943+00,62200,1,,,,,1
28501,2025-02-09 16:31:43.10943+00,114305,1,,,,,1
28502,2025-02-09 16:31:43.10943+00,259607,1,,,,,1
28503,2025-02-09 16:31:43.10943+00,259871,2,,,,,1
28504,2025-02-09 16:31:43.10943+00,258180,4,,,,,1
28505,2025-02-09 16:31:43.10943+00,259665,1,,,,,1
28506,2025-02-09 16:31:43.10943+00,258901,2,,,,,1
28507,2025-02-09 16:31:43.10943+00,260080,1,,,,,1
28508,2025-02-09 16:31:43.10943+00,42252,2,,,,,1
28948,2025-02-09 16:31:43.10943+00,259716,8,,,,,1
28510,2025-02-09 16:31:43.10943+00,259875,1,,,,,1
28511,2025-02-09 16:31:43.10943+00,259609,1,,,,,1
28512,2025-02-09 16:31:43.10943+00,518,1,,,,,1
28513,2025-02-09 16:31:43.10943+00,38254,1,,,,,1
28514,2025-02-09 16:31:43.10943+00,259928,1,,,,,1
29559,2025-02-09 16:31:43.10943+00,257939,2,,,,,1
28516,2025-02-09 16:31:43.10943+00,259783,1,,,,,1
28517,2025-02-09 16:31:43.10943+00,259348,1,,,,,1
28518,2025-02-09 16:31:43.10943+00,259331,4,,,,,1
28519,2025-02-09 16:31:43.10943+00,258024,1,,,,,1
28520,2025-02-09 16:31:43.10943+00,1549,1,,,,,1
28521,2025-02-09 16:31:43.10943+00,257693,1,,,,,1
28522,2025-02-09 16:31:43.10943+00,257680,1,,,,,1
28523,2025-02-09 16:31:43.10943+00,259392,1,,,,,1
28524,2025-02-09 16:31:43.10943+00,28504,1,,,,,1
28525,2025-02-09 16:31:43.10943+00,259743,2,,,,,1
28526,2025-02-09 16:31:43.10943+00,258757,1,,,,,1
28527,2025-02-09 16:31:43.10943+00,259581,1,,,,,1
28528,2025-02-09 16:31:43.10943+00,259165,1,,,,,1
28529,2025-02-09 16:31:43.10943+00,14747,1,,,,,1
28971,2025-02-09 16:31:43.10943+00,258721,9,,,,,1
28531,2025-02-09 16:31:43.10943+00,242178,1,,,,,1
28532,2025-02-09 16:31:43.10943+00,257839,1,,,,,1
28533,2025-02-09 16:31:43.10943+00,55948,1,,,,,1
28534,2025-02-09 16:31:43.10943+00,151,1,,,,,1
28535,2025-02-09 16:31:43.10943+00,70117,1,,,,,1
28536,2025-02-09 16:31:43.10943+00,583,1,,,,,1
28537,2025-02-09 16:31:43.10943+00,258342,1,,,,,1
28538,2025-02-09 16:31:43.10943+00,492,1,,,,,1
28539,2025-02-09 16:31:43.10943+00,120682,4,,,,,1
28540,2025-02-09 16:31:43.10943+00,113,2,,,,,1
28541,2025-02-09 16:31:43.10943+00,258168,1,,,,,1
28542,2025-02-09 16:31:43.10943+00,258990,1,,,,,1
28543,2025-02-09 16:31:43.10943+00,584,3,,,,,1
28545,2025-02-09 16:31:43.10943+00,259857,1,,,,,1
28547,2025-02-09 16:31:43.10943+00,184,3,,,,,1
28548,2025-02-09 16:31:43.10943+00,259879,2,,,,,1
28549,2025-02-09 16:31:43.10943+00,169,1,,,,,1
28550,2025-02-09 16:31:43.10943+00,259885,1,,,,,1
28551,2025-02-09 16:31:43.10943+00,258357,1,,,,,1
28552,2025-02-09 16:31:43.10943+00,257664,1,,,,,1
28553,2025-02-09 16:31:43.10943+00,272,1,,,,,1
28554,2025-02-09 16:31:43.10943+00,257958,1,,,,,1
28555,2025-02-09 16:31:43.10943+00,375,2,,,,,1
28556,2025-02-09 16:31:43.10943+00,586,1,,,,,1
28557,2025-02-09 16:31:43.10943+00,259964,2,,,,,1
28558,2025-02-09 16:31:43.10943+00,259966,1,,,,,1
28559,2025-02-09 16:31:43.10943+00,2336,1,,,,,1
28560,2025-02-09 16:31:43.10943+00,259963,1,,,,,1
28561,2025-02-09 16:31:43.10943+00,259412,4,,,,,1
28562,2025-02-09 16:31:43.10943+00,573,2,,,,,1
28563,2025-02-09 16:31:43.10943+00,259980,1,,,,,1
29616,2025-02-09 16:31:43.10943+00,55,1,,,,,1
28566,2025-02-09 16:31:43.10943+00,54874,1,,,,,1
28567,2025-02-09 16:31:43.10943+00,258188,1,,,,,1
28569,2025-02-09 16:31:43.10943+00,259858,1,,,,,1
28570,2025-02-09 16:31:43.10943+00,258463,1,,,,,1
28571,2025-02-09 16:31:43.10943+00,258841,3,,,,,1
28572,2025-02-09 16:31:43.10943+00,260017,1,,,,,1
29185,2025-02-09 16:31:43.10943+00,210622,10,,,,,1
28575,2025-02-09 16:31:43.10943+00,258661,1,,,,,1
